# text	pinyin	sp	aux	code	weight	source
亖	si	si	mm	simm	479	chars
亗	sui	sv	um	svum	412	chars
亘	gen	gf	mm	gfmm	150	chars
亘	geng	gg	mm	ggmm	150	chars
亘	huan	hr	mm	hrmm	150	chars
亘	xuan	xr	mm	xrmm	150	chars
亙	gen	gf	mm	gfmm	639	chars
亙	geng	gg	mm	ggmm	639	chars
亚	ya	ya	mc	yamc	0	chars
些	suo	so	ym	soym	0	chars
些	xie	xx	ym	xxym	22871	chars
亜	ya	ya	mm	yamm	597	chars
亝	ji	ji	im	jiim	268	chars
亝	qi	qi	im	qiim	268	chars
亝	zhai	vl	im	vlim	268	chars
亝	zi	zi	im	ziim	268	chars
亞	ya	ya	mm	yamm	5009	chars
亟	ji	ji	mm	jimm	611	chars
亟	qi	qi	mm	qimm	32	chars
亟	ke	ke	mm	kemm	0	chars
亠	tou	tb	im	tbim	493	chars
亡	wang	wh	yv	whyv	1492	chars
亡	wu	wu	yv	wuyv	9	chars
亢	gang	gh	yn	ghyn	0	chars
亢	kang	kh	yn	khyn	806	chars
亢	geng	gg	yn	ggyn	0	chars
亣	da	da	yl	dayl	469	chars
亣	dai	dl	yl	dlyl	469	chars
亣	tai	tl	yl	tlyl	469	chars
交	jiao	jc	yk	jcyk	15564	chars
亥	hai	hl	yo	hlyo	825	chars
亦	yi	yi	yc	yiyc	6363	chars
产	chan	ij	yh	ijyh	0	chars
亨	heng	hg	yn	hgyn	1175	chars
亨	peng	pg	yn	pgyn	0	chars
亨	xiang	xd	yn	xdyn	0	chars
亩	mu	mu	yw	muyw	0	chars
亪	ye	ye	yo	yeyo	320	chars
享	xiang	xd	yd	xdyd	1385	chars
京	jing	jy	yf	jyyf	3214	chars
京	yuan	yr	yf	yryf	0	chars
亭	ting	ty	yn	tyyn	2147	chars
亮	liang	ld	yn	ldyn	5238	chars
亯	xiang	xd	ya	xdya	322	chars
亰	jing	jy	yf	jyyf	454	chars
亰	yuan	yr	yf	yryf	0	chars
亱	ye	ye	ym	yeym	518	chars
亲	qin	qn	yd	qnyd	0	chars
亲	qing	qy	yd	qyyd	0	chars
亲	xin	xn	yd	xnyd	7	chars
亲	zhen	vf	yd	vfyd	63	chars
亳	bo	bo	yp	boyp	599	chars
亴	you	yb	yn	ybyn	382	chars
亵	xie	xx	yv	xxyv	0	chars
亶	dan	dj	ym	djym	504	chars
亶	chan	ij	ym	ijym	0	chars
亷	lian	lm	yc	lmyc	318	chars
亸	duo	do	yj	doyj	0	chars
亹	men	mf	ym	mfym	443	chars
亹	wei	wz	ym	wzym	443	chars
人	ren	rf	oo	rfoo	250956	chars
亻	ren	rf	hl	rfhl	656	chars
亼	ji	ji	om	jiom	758	chars
亽	ji	ji	oi	jioi	654	chars
亾	wang	wh	vo	whvo	641	chars
亾	wu	wu	vo	wuvo	641	chars
亿	yi	yi	on	yion	0	chars
什	she	ue	oj	ueoj	0	chars
什	shen	uf	oj	ufoj	1556	chars
什	shi	ui	oj	uioj	292	chars
仁	ren	rf	om	rfom	3200	chars
仂	le	le	os	leos	725	chars
仂	li	li	os	lios	725	chars
仃	ding	dy	on	dyon	531	chars
仄	ze	ze	mo	zemo	844	chars
仅	fu	fu	oe	fuoe	10	chars
仅	jin	jn	oe	jnoe	0	chars
仆	fu	fu	oy	fuoy	677	chars
仆	pu	pu	oy	puoy	677	chars
仇	chou	ib	on	ibon	1262	chars
仇	qiu	qq	on	qqon	244	chars
仈	ba	ba	oc	baoc	477	chars
仉	zhang	vh	on	vhon	479	chars
今	jin	jn	on	jnon	4961	chars
介	ga	ga	ol	gaol	0	chars
介	jie	jx	ol	jxol	1885	chars
仌	bing	by	oo	byoo	537	chars
仌	ning	ny	oo	nyoo	537	chars
仍	reng	rg	os	rgos	9624	chars
从	cong	cs	oo	csoo	0	chars
从	zong	zs	oo	zsoo	0	chars
仏	bi	bi	oi	bioi	448	chars
仏	fo	fo	oi	fooi	448	chars
仏	fu	fu	oi	fuoi	448	chars
仐	jin	jn	oj	jnoj	0	chars
仐	san	sj	oj	sjoj	409	chars
仑	lun	lp	op	lpop	0	chars
仒	bing	by	oy	byoy	491	chars
仓	cang	ch	ou	chou	0	chars
仔	zai	zl	od	zlod	1880	chars
仔	zi	zi	od	ziod	1514	chars
仕	shi	ui	og	uiog	1521	chars
他	ta	ta	od	taod	344401	chars
他	tuo	to	od	tood	0	chars
仗	zhang	vh	ok	vhok	1273	chars
付	fu	fu	oi	fuoi	6901	chars
仙	xian	xm	ou	xmou	3611	chars
仚	xian	xm	ou	xmou	369	chars
仚	xuan	xr	ou	xrou	369	chars
仛	cha	ia	op	iaop	416	chars
仛	duo	do	op	doop	0	chars
仛	tuo	to	op	toop	0	chars
仜	gang	gh	om	ghom	252	chars
仜	gong	gs	om	gsom	252	chars
仜	hong	hs	om	hsom	252	chars
仝	tong	ts	om	tsom	668	chars
仞	ren	rf	oh	rfoh	642	chars
仟	qian	qm	oj	qmoj	820	chars
仠	gan	gj	oj	gjoj	402	chars
仠	han	hj	oj	hjoj	0	chars
仡	ge	ge	on	geon	526	chars
仡	qi	qi	on	qion	526	chars
仡	yi	yi	on	yion	526	chars
仢	bo	bo	oi	booi	0	chars
仢	zhuo	vo	oi	vooi	261	chars
仢	bao	bk	oi	bkoi	0	chars
代	dai	dl	op	dlop	6407	chars
令	ling	ly	oi	lyoi	8637	chars
令	lian	lm	oi	lmoi	0	chars
以	yi	yi	vo	yivo	101238	chars
仦	chao	ik	of	ikof	515	chars
仦	miao	mc	of	mcof	515	chars
仧	chang	ih	yo	ihyo	470	chars
仧	zhang	vh	yo	vhyo	470	chars
仨	sa	sa	om	saom	979	chars
仨	san	sj	om	sjom	0	chars
仩	chang	ih	om	ihom	0	chars
仩	shang	uh	om	uhom	631	chars
仪	yi	yi	ok	yiok	0	chars
仫	mu	mu	oi	muoi	501	chars
们	men	mf	os	mfos	0	chars
仭	ren	rf	ok	rfok	394	chars
仮	fan	fj	oe	fjoe	528	chars
仮	jia	jw	oe	jwoe	528	chars
仯	chao	ik	oh	ikoh	508	chars
仯	miao	mc	oh	mcoh	508	chars
仰	ang	ah	ol	ahol	0	chars
仰	yang	yh	ol	yhol	1160	chars
仱	jing	jy	on	jyon	390	chars
仱	ling	ly	on	lyon	390	chars
仱	qian	qm	on	qmon	390	chars
仱	jin	jn	on	jnon	0	chars
仲	zhong	vs	ol	vsol	4114	chars
仳	bi	bi	op	biop	496	chars
仳	pi	pi	op	piop	496	chars
仴	e	ee	ob	eeob	545	chars
仴	wan	wj	ob	wjob	545	chars
仴	wo	wo	ob	woob	0	chars
仵	wu	wu	oj	wuoj	554	chars
件	jian	jm	oq	jmoq	8211	chars
价	jia	jw	ol	jwol	1	chars
价	jie	jx	ol	jxol	794	chars
仸	fo	fo	ok	fook	0	chars
仸	yao	yk	ok	ykok	406	chars
仹	feng	fg	oj	fgoj	330	chars
仺	cang	ch	om	chom	453	chars
任	ren	rf	og	rfog	8722	chars
仼	kuang	kd	og	kdog	472	chars
仼	wang	wh	og	whog	472	chars
份	bin	bn	oh	bnoh	0	chars
份	fen	ff	oh	ffoh	7307	chars
仾	di	di	om	diom	295	chars
仿	fang	fh	os	fhos	1664	chars
仿	pang	ph	os	phos	0	chars
伀	zhong	vs	oi	vsoi	421	chars
企	qi	qi	om	qiom	2009	chars
伂	pei	pz	ob	pzob	246	chars
伃	yu	yu	on	yuon	386	chars
伄	diao	dc	ol	dcol	344	chars
伅	dun	dp	ou	dpou	475	chars
伆	wen	wf	oh	wfoh	403	chars
伆	wu	wu	oh	wuoh	0	chars
伇	yi	yi	oe	yioe	252	chars
伈	xin	xn	op	xnop	634	chars
伉	kang	kh	on	khon	481	chars
伉	gang	gh	on	ghon	0	chars
伊	yi	yi	ok	yiok	4667	chars
伋	ji	ji	oe	jioe	452	chars
伌	ai	ai	ou	aiou	280	chars
伍	wu	wu	om	wuom	1830	chars
伎	ji	ji	oe	jioe	709	chars
伎	qi	qi	oe	qioe	0	chars
伎	zhi	vi	oe	vioe	0	chars
伏	fu	fu	ok	fuok	1600	chars
伐	fa	fa	oi	faoi	11441	chars
休	xiu	xq	od	xqod	2916	chars
休	xu	xu	od	xuod	0	chars
伒	jin	jn	ol	jnol	384	chars
伒	xin	xn	ol	xnol	384	chars
伒	yin	yn	ol	ynol	0	chars
伓	bei	bz	of	bzof	387	chars
伓	pi	pi	of	piof	0	chars
伔	chen	if	on	ifon	345	chars
伔	dan	dj	on	djon	0	chars
伕	fu	fu	oo	fuoo	50	chars
伖	nu	nu	oe	nuoe	512	chars
伖	tang	th	oe	thoe	512	chars
众	zhong	vs	oo	vsoo	100	chars
优	you	yb	ou	ybou	90	chars
伙	huo	ho	of	hoof	843	chars
会	gui	gv	oi	gvoi	0	chars
会	hui	hv	oi	hvoi	0	chars
会	kuai	ky	oi	kyoi	0	chars
伛	kou	kb	ok	kbok	0	chars
伛	yu	yu	ok	yuok	0	chars
伜	cui	cv	oj	cvoj	283	chars
伝	chuan	ir	oi	iroi	595	chars
伝	yun	yp	oi	ypoi	595	chars
伝	zhuan	vr	oi	vroi	595	chars
伞	san	sj	oj	sjoj	0	chars
伟	wei	wz	os	wzos	0	chars
传	chuan	ir	oi	iroi	0	chars
传	zhuan	vr	oi	vroi	0	chars
伡	che	ie	oq	ieoq	0	chars
伡	ju	ju	oq	juoq	0	chars
伢	ya	ya	oh	yaoh	725	chars
伣	qian	qm	ou	qmou	0	chars
伣	xian	xm	ou	xmou	0	chars
伤	shang	uh	os	uhos	0	chars
伥	chang	ih	oo	ihoo	0	chars
伦	lun	lp	op	lpop	0	chars
伧	cang	ch	ou	chou	0	chars
伧	chen	if	ou	ifou	0	chars
伨	xun	xp	om	xpom	324	chars
伩	xin	xn	ok	xnok	0	chars
伪	wei	wz	os	wzos	0	chars
伫	zhu	vu	om	vuom	0	chars
伬	chi	ii	oo	iioo	354	chars
伭	xian	xm	oi	xmoi	326	chars
伭	xuan	xr	oi	xroi	326	chars
伮	nu	nu	oe	nuoe	396	chars
伯	ba	ba	oa	baoa	1	chars
伯	bai	bl	oa	bloa	220	chars
伯	bo	bo	oa	booa	2240	chars
伯	mo	mo	oa	mooa	0	chars
估	gu	gu	or	guor	1122	chars
伱	ni	ni	of	niof	807	chars
伲	ni	ni	op	niop	565	chars
伳	shi	ui	ot	uiot	350	chars
伳	xie	xx	ot	xxot	350	chars
伴	ban	bj	oq	bjoq	2455	chars
伴	pan	pj	oq	pjoq	0	chars
伵	xu	xu	oc	xuoc	231	chars
伶	ling	ly	oi	lyoi	833	chars
伷	zhou	vb	ow	vbow	370	chars
伸	shen	uf	ol	ufol	1756	chars
伹	qu	qu	om	quom	337	chars
伺	ci	ci	or	cior	105	chars
伺	si	si	or	sior	577	chars
伻	beng	bg	oj	bgoj	269	chars
伻	peng	pg	oj	pgoj	0	chars
似	shi	ui	oo	uioo	712	chars
似	si	si	oo	sioo	4032	chars
伽	ga	ga	or	gaor	845	chars
伽	jia	jw	or	jwor	106	chars
伽	qie	qx	or	qxor	106	chars
伾	pi	pi	om	piom	457	chars
伿	yi	yi	oc	yioc	442	chars
伿	zhi	vi	oc	vioc	442	chars
佀	si	si	or	sior	421	chars
佁	ai	ai	or	aior	348	chars
佁	chi	ii	or	iior	0	chars
佁	yi	yi	or	yior	348	chars
佁	si	si	or	sior	0	chars
佂	leng	lg	om	lgom	371	chars
佂	zheng	vg	om	vgom	371	chars
佃	dian	dm	ow	dmow	562	chars
佃	tian	tm	ow	tmow	47	chars
佄	gan	gj	om	gjom	513	chars
佄	han	hj	om	hjom	513	chars
佅	mai	ml	od	mlod	255	chars
但	dan	dj	om	djom	116404	chars
但	tan	tj	om	tjom	0	chars
佇	zhu	vu	on	vuon	623	chars
佈	bu	bu	ob	buob	1323	chars
佉	qu	qu	oi	quoi	589	chars
佉	que	qt	oi	qtoi	589	chars
佊	bi	bi	oe	bioe	368	chars
佋	shao	uk	or	ukor	0	chars
佋	zhao	vk	or	vkor	305	chars
佌	ci	ci	op	ciop	479	chars
位	wei	wz	ot	wzot	14967	chars
低	di	di	om	diom	16647	chars
住	zhu	vu	og	vuog	22827	chars
佐	zuo	zo	om	zoom	2661	chars
佑	you	yb	or	ybor	1357	chars
佒	yang	yh	ok	yhok	277	chars
体	ben	bf	om	bfom	90	chars
体	ti	ti	om	tiom	90	chars
佔	dian	dm	or	dmor	0	chars
佔	zhan	vj	or	vjor	10810	chars
佔	chan	ij	or	ijor	0	chars
何	he	he	or	heor	7552	chars
佖	bi	bi	oh	bioh	368	chars
佗	ta	ta	op	taop	620	chars
佗	tuo	to	op	toop	620	chars
佗	yi	yi	op	yiop	0	chars
佘	she	ue	of	ueof	930	chars
佘	yu	yu	of	yuof	0	chars
余	tu	tu	od	tuod	0	chars
余	xu	xu	od	xuod	0	chars
余	yu	yu	od	yuod	2184	chars
佚	die	dx	oo	dxoo	0	chars
佚	yi	yi	oo	yioo	677	chars
佛	bi	bi	on	bion	0	chars
佛	bo	bo	on	boon	0	chars
佛	fo	fo	on	foon	4862	chars
佛	fu	fu	on	fuon	113	chars
作	zuo	zo	os	zoos	20186	chars
作	zu	zu	os	zuos	0	chars
佝	gou	gb	or	gbor	500	chars
佝	ju	ju	or	juor	500	chars
佝	kou	kb	or	kbor	500	chars
佞	ning	ny	ov	nyov	577	chars
佟	tong	ts	om	tsom	1110	chars
你	ni	ni	of	niof	972978	chars
佡	xian	xm	ou	xmou	466	chars
佡	xuan	xr	ou	xrou	466	chars
佢	ju	ju	os	juos	3707	chars
佢	qu	qu	os	quos	3707	chars
佣	yong	ys	oq	ysoq	641	chars
佤	wa	wa	on	waon	597	chars
佥	qian	qm	om	qmom	0	chars
佦	shi	ui	or	uior	0	chars
佦	you	yb	or	ybor	0	chars
佧	ka	ka	oy	kaoy	525	chars
佨	bao	bk	ou	bkou	0	chars
佩	pei	pz	ob	pzob	1665	chars
佪	huai	hy	or	hyor	7	chars
佪	hui	hv	or	hvor	7	chars
佫	ge	ge	or	geor	400	chars
佫	he	he	or	heor	400	chars
佫	ke	ke	or	keor	400	chars
佬	lao	lk	op	lkop	1424	chars
佬	liao	lc	op	lcop	0	chars
佭	xiang	xd	oq	xdoq	280	chars
佮	ge	ge	or	geor	389	chars
佮	he	he	or	heor	389	chars
佯	yang	yh	oq	yhoq	660	chars
佰	bai	bl	oa	bloa	973	chars
佰	bo	bo	oa	booa	0	chars
佰	mo	mo	oa	mooa	0	chars
佱	fa	fa	om	faom	352	chars
佲	ming	my	or	myor	487	chars
佳	jia	jw	og	jwog	3831	chars
佴	er	er	oj	eroj	479	chars
佴	nai	nl	oj	nloj	0	chars
併	bing	by	ot	byot	17967	chars
佶	ji	ji	or	jior	595	chars
佷	hen	hf	ov	hfov	701	chars
佷	heng	hg	ov	hgov	701	chars
佸	gua	gw	or	gwor	580	chars
佸	huo	ho	or	hoor	580	chars
佹	gui	gv	ou	gvou	538	chars
佹	wei	wz	ou	wzou	538	chars
佺	quan	qr	og	qrog	577	chars
佻	tiao	tc	oo	tcoo	496	chars
佻	yao	yk	oo	ykoo	0	chars
佻	zhao	vk	oo	vkoo	0	chars
佼	jiao	jc	ok	jcok	598	chars
佽	ci	ci	oo	cioo	603	chars
佾	yi	yi	ob	yiob	518	chars
使	shi	ui	ok	uiok	35310	chars
侀	xing	xy	on	xyon	488	chars
侁	shen	uf	ou	ufou	386	chars
侁	xian	xm	ou	xmou	386	chars
侂	tuo	to	op	toop	386	chars
侃	kan	kj	ou	kjou	1234	chars
侄	zhi	vi	og	viog	749	chars
侅	gai	gl	oo	gloo	392	chars
侅	kai	kl	oo	kloo	392	chars
侅	ai	ai	oo	aioo	0	chars
來	lai	ll	do	lldo	235090	chars
侇	yi	yi	on	yion	300	chars
侈	chi	ii	on	iion	563	chars
侉	kua	kw	os	kwos	459	chars
侉	e	ee	os	eeos	0	chars
侊	gong	gs	ou	gsou	435	chars
侊	guang	gd	ou	gdou	435	chars
例	li	li	on	lion	3512	chars
侌	an	an	oi	anoi	341	chars
侌	yin	yn	oi	ynoi	341	chars
侍	shi	ui	oi	uioi	1085	chars
侎	mi	mi	od	miod	456	chars
侏	zhu	vu	od	vuod	511	chars
侏	zhou	vb	od	vbod	0	chars
侐	xu	xu	ot	xuot	328	chars
侑	you	yb	ob	ybob	758	chars
侒	an	an	ov	anov	486	chars
侓	lu	lu	oq	luoq	437	chars
侔	mou	mb	oq	mboq	546	chars
侕	er	er	ol	erol	525	chars
侖	lun	lp	ot	lpot	829	chars
侗	dong	ds	or	dsor	420	chars
侗	tong	ts	or	tsor	286	chars
侘	cha	ia	op	iaop	469	chars
侙	chi	ii	om	iiom	230	chars
侚	xun	xp	oa	xpoa	5	chars
供	gong	gs	oc	gsoc	5671	chars
侜	zhou	vb	oy	vboy	311	chars
依	yi	yi	ov	yiov	4223	chars
侞	ru	ru	or	ruor	555	chars
侟	cun	cp	od	cpod	0	chars
侟	jian	jm	od	jmod	400	chars
侠	jia	jw	ot	jwot	0	chars
侠	xia	xw	ot	xwot	0	chars
価	ga	ga	ow	gaow	546	chars
価	jia	jw	ow	jwow	546	chars
価	si	si	ow	siow	0	chars
侢	dai	dl	ob	dlob	563	chars
侣	lv	lv	or	lvor	0	chars
侤	ta	ta	os	taos	0	chars
侥	jiao	jc	ou	jcou	0	chars
侥	yao	yk	ou	ykou	0	chars
侦	zhen	vf	oo	vfoo	0	chars
侧	ce	ce	on	ceon	0	chars
侧	ze	ze	on	zeon	0	chars
侧	zhai	vl	on	vlon	0	chars
侨	qiao	qc	ol	qcol	0	chars
侩	kuai	ky	oi	kyoi	0	chars
侪	chai	il	ol	ilol	0	chars
侫	ning	ny	ov	nyov	345	chars
侬	nong	ns	ov	nsov	0	chars
侭	jin	jn	oy	jnoy	381	chars
侮	wu	wu	oj	wuoj	599	chars
侯	hou	hb	ok	hbok	3601	chars
侰	jiong	js	or	jsor	0	chars
侰	jun	jp	or	jpor	224	chars
侱	cheng	ig	og	igog	265	chars
侱	ting	ty	og	tyog	265	chars
侲	chen	if	ov	ifov	328	chars
侲	zhen	vf	ov	vfov	328	chars
侳	cuo	co	og	coog	453	chars
侳	zuo	zo	og	zoog	0	chars
侴	chou	ib	on	ibon	350	chars
侴	hao	hk	on	hkon	5	chars
侵	qin	qn	oe	qnoe	1082	chars
侶	lv	lv	or	lvor	888	chars
侷	ju	ju	or	juor	598	chars
侸	dou	db	ot	dbot	412	chars
侸	shu	uu	ot	uuot	412	chars
侹	ting	ty	og	tyog	385	chars
侺	cen	cf	on	cfon	270	chars
侺	shen	uf	on	ufon	270	chars
侻	tui	tv	ou	tvou	0	chars
侻	tuo	to	ou	toou	314	chars
侼	bo	bo	od	bood	278	chars
侽	nan	nj	os	njos	601	chars
侾	xiao	xc	od	xcod	294	chars
便	bian	bm	ok	bmok	16971	chars
便	pian	pm	ok	pmok	529	chars
俀	tui	tv	ov	tvov	293	chars
俁	yu	yu	ok	yuok	586	chars
係	xi	xi	of	xiof	10357	chars
促	cu	cu	oo	cuoo	2193	chars
促	chuo	io	oo	iooo	0	chars
俄	e	ee	oi	eeoi	12323	chars
俅	qiu	qq	oe	qqoe	611	chars
俆	shu	uu	od	uuod	418	chars
俆	xu	xu	od	xuod	418	chars
俇	guang	gd	og	gdog	0	chars
俇	kuang	kd	og	kdog	320	chars
俇	wang	wh	og	whog	320	chars
俈	ku	ku	or	kuor	313	chars
俉	wu	wu	or	wuor	463	chars
俊	jun	jp	oe	jpoe	3225	chars
俊	zun	zp	oe	zpoe	0	chars
俊	shun	up	oe	upoe	0	chars
俋	yi	yi	ou	yiou	319	chars
俌	fu	fu	ob	fuob	306	chars
俍	lang	lh	ov	lhov	416	chars
俍	liang	ld	ov	ldov	416	chars
俎	zu	zu	om	zuom	579	chars
俏	qiao	qc	ob	qcob	1102	chars
俏	xiao	xc	ob	xcob	0	chars
俐	li	li	on	lion	888	chars
俑	yong	ys	ob	ysob	686	chars
俒	hun	hp	ou	hpou	252	chars
俓	jing	jy	om	jyom	516	chars
俔	jian	jm	ou	jmou	316	chars
俔	qian	qm	ou	qmou	316	chars
俔	xian	xm	ou	xmou	316	chars
俕	san	sj	od	sjod	237	chars
俖	pai	pl	or	plor	400	chars
俖	pei	pz	or	pzor	0	chars
俗	su	su	or	suor	2141	chars
俘	fu	fu	od	fuod	664	chars
俙	xi	xi	ob	xiob	456	chars
俚	li	li	og	liog	633	chars
俛	fu	fu	ou	fuou	397	chars
俛	mian	mm	ou	mmou	397	chars
俜	ping	py	os	pyos	525	chars
保	bao	bk	od	bkod	5381	chars
俞	shu	uu	on	uuon	0	chars
俞	yu	yu	on	yuon	1790	chars
俟	qi	qi	ok	qiok	47	chars
俟	si	si	ok	siok	608	chars
俠	jia	jw	oo	jwoo	0	chars
俠	xia	xw	oo	xwoo	1662	chars
信	shen	uf	or	ufor	0	chars
信	xin	xn	or	xnor	12195	chars
俢	xiu	xq	oh	xqoh	434	chars
俣	yu	yu	ok	yuok	0	chars
俤	di	di	oh	dioh	382	chars
俥	che	ie	oj	ieoj	425	chars
俥	ju	ju	oj	juoj	425	chars
俦	chou	ib	oi	iboi	0	chars
俧	zhi	vi	op	viop	0	chars
俨	yan	yj	oh	yjoh	0	chars
俩	lia	lw	ob	lwob	0	chars
俩	liang	ld	ob	ldob	0	chars
俪	li	li	ob	liob	0	chars
俫	lai	ll	ot	llot	0	chars
俬	si	si	oi	sioi	413	chars
俭	jian	jm	om	jmom	0	chars
修	xiu	xq	oh	xqoh	7497	chars
俯	fu	fu	oi	fuoi	871	chars
俰	huo	ho	or	hoor	317	chars
俱	ju	ju	oc	juoc	1806	chars
俲	xiao	xc	os	xcos	220	chars
俳	pai	pl	oy	ploy	561	chars
俴	jian	jm	oi	jmoi	361	chars
俵	biao	bc	ov	bcov	33	chars
俶	chu	iu	oe	iuoe	566	chars
俶	jiao	jc	oe	jcoe	566	chars
俶	ti	ti	oe	tioe	566	chars
俷	fei	fz	ou	fzou	552	chars
俸	feng	fg	oq	fgoq	650	chars
俹	ya	ya	om	yaom	417	chars
俺	an	an	ou	anou	17692	chars
俺	yan	yj	ou	yjou	0	chars
俻	bei	bz	ow	bzow	402	chars
俼	yu	yu	ob	yuob	234	chars
俼	zhu	vu	ob	vuob	234	chars
俽	xin	xn	oo	xnoo	504	chars
俾	bei	bz	oj	bzoj	2386	chars
俾	bi	bi	oj	bioj	2386	chars
俾	pi	pi	oj	pioj	2386	chars
俿	chi	ii	on	iion	360	chars
俿	hu	hu	on	huon	0	chars
倀	chang	ih	ov	ihov	548	chars
倁	zhi	vi	or	vior	616	chars
倂	bing	by	oj	byoj	423	chars
倃	jiu	jq	or	jqor	291	chars
倄	yao	yk	ob	ykob	286	chars
倅	cui	cv	oj	cvoj	374	chars
倅	zu	zu	oj	zuoj	0	chars
倅	cu	cu	oj	cuoj	0	chars
倆	lia	lw	ob	lwob	6012	chars
倆	liang	ld	ob	ldob	629	chars
倇	wan	wj	ou	wjou	217	chars
倈	lai	ll	oo	lloo	423	chars
倉	cang	ch	or	chor	2921	chars
倉	chuang	id	or	idor	0	chars
倊	zong	zs	op	zsop	256	chars
個	ge	ge	or	geor	246257	chars
倌	guan	gr	or	gror	632	chars
倍	bei	bz	or	bzor	4220	chars
倍	pei	pz	or	pzor	0	chars
倎	tian	tm	oc	tmoc	305	chars
倏	shu	uu	ok	uuok	627	chars
倐	shu	uu	of	uuof	352	chars
們	men	mf	on	mfon	66889	chars
倒	dao	dk	on	dkon	14478	chars
倓	tan	tj	of	tjof	459	chars
倔	jue	jt	ou	jtou	773	chars
倕	chui	iv	om	ivom	366	chars
倖	xing	xy	oj	xyoj	650	chars
倗	peng	pg	ob	pgob	531	chars
倘	chang	ih	or	ihor	0	chars
倘	tang	th	or	thor	828	chars
候	hou	hb	ok	hbok	1669	chars
倚	yi	yi	or	yior	1346	chars
倚	ji	ji	or	jior	0	chars
倛	qi	qi	oc	qioc	370	chars
倜	ti	ti	or	tior	548	chars
倜	zhou	vb	or	vbor	548	chars
倝	gan	gj	jo	gjjo	359	chars
倞	jing	jy	of	jyof	440	chars
倞	liang	ld	of	ldof	440	chars
借	jie	jx	oa	jxoa	6998	chars
倠	huai	hy	og	hyog	317	chars
倠	hui	hv	og	hvog	317	chars
倠	sui	sv	og	svog	0	chars
倠	xu	xu	og	xuog	317	chars
倡	chang	ih	oa	ihoa	788	chars
倡	xiang	xd	oa	xdoa	0	chars
倢	jie	jx	oo	jxoo	383	chars
倣	fang	fh	ok	fhok	111	chars
値	zhi	vi	ov	viov	567	chars
倥	kong	ks	om	ksom	574	chars
倦	juan	jr	ou	jrou	993	chars
倧	zong	zs	of	zsof	384	chars
倨	ju	ju	or	juor	595	chars
倩	qian	qm	ob	qmob	1356	chars
倪	ni	ni	ou	niou	1660	chars
倫	lun	lp	ob	lpob	2150	chars
倬	zhuo	vo	oj	vooj	565	chars
倭	wei	wz	ov	wzov	0	chars
倭	wo	wo	ov	woov	808	chars
倮	luo	lo	od	lood	558	chars
倯	song	ss	oi	ssoi	369	chars
倰	leng	lg	oe	lgoe	343	chars
倱	hun	hp	op	hpop	306	chars
倱	kun	kp	op	kpop	306	chars
倲	dong	ds	ow	dsow	480	chars
倳	shi	ui	on	uion	568	chars
倳	zi	zi	on	zion	568	chars
倴	ben	bf	ot	bfot	404	chars
倵	wu	wu	om	wuom	385	chars
倶	ju	ju	oc	juoc	493	chars
倷	nai	nl	of	nlof	429	chars
倸	cai	cl	od	clod	387	chars
倹	jian	jm	oo	jmoo	296	chars
债	zhai	vl	oo	vloo	0	chars
倻	ye	ye	ol	yeol	449	chars
值	zhi	vi	om	viom	10062	chars
倽	sha	ua	or	uaor	0	chars
倾	qing	qy	oo	qyoo	0	chars
倿	ning	ny	ov	nyov	0	chars
倿	qie	qx	ov	qxov	0	chars
偀	ying	yy	ok	yyok	337	chars
偁	chen	if	ob	ifob	0	chars
偁	cheng	ig	ob	igob	434	chars
偂	qian	qm	on	qmon	555	chars
偃	yan	yj	ov	yjov	695	chars
偄	ru	ru	ok	ruok	399	chars
偄	ruan	rr	ok	rrok	399	chars
偄	nuo	no	ok	nook	0	chars
偅	tong	ts	og	tsog	0	chars
偅	zhong	vs	og	vsog	520	chars
偆	chun	ip	oa	ipoa	413	chars
假	jia	jw	oe	jwoe	8983	chars
假	xia	xw	oe	xwoe	0	chars
假	ge	ge	oe	geoe	0	chars
偈	ji	ji	ov	jiov	564	chars
偈	jie	jx	ov	jxov	161	chars
偈	xie	xx	ov	xxov	0	chars
偈	qi	qi	ov	qiov	0	chars
偉	wei	wz	oq	wzoq	3419	chars
偊	yu	yu	ob	yuob	439	chars
偋	bing	by	ot	byot	247	chars
偌	nuo	no	or	noor	629	chars
偌	ruo	ro	or	roor	629	chars
偍	ti	ti	oo	tioo	430	chars
偎	wei	wz	ov	wzov	722	chars
偏	pian	pm	ob	pmob	3967	chars
偐	yan	yj	oh	yjoh	373	chars
偐	ying	yy	oh	yyoh	373	chars
偑	feng	fg	oi	fgoi	466	chars
偒	dang	dh	oh	dhoh	342	chars
偒	tang	th	oh	thoh	342	chars
偓	wo	wo	og	woog	515	chars
偔	e	ee	os	eeos	347	chars
偕	jie	jx	oa	jxoa	0	chars
偕	xie	xx	oa	xxoa	736	chars
偖	che	ie	oa	ieoa	340	chars
偖	she	ue	oa	ueoa	340	chars
偗	sheng	ug	ou	ugou	378	chars
偘	kan	kj	or	kjor	300	chars
偙	di	di	ob	diob	466	chars
做	zuo	zo	ok	zook	154888	chars
偛	cha	ia	ox	iaox	449	chars
停	ting	ty	on	tyon	6820	chars
偝	bei	bz	ob	bzob	498	chars
偞	xie	xx	od	xxod	0	chars
偞	ye	ye	od	yeod	381	chars
