# text	pinyin	sp	aux	code	weight	source
𤂙	min	mn	eb	mneb	0	chars
𤂛	pu	pu	eo	pueo	0	chars
𤂟	lin	ln	se	lnse	0	chars
𤂠	yan	yj	ei	yjei	0	chars
𤂡	yang	yh	ei	yhei	0	chars
𤂢	sa	sa	ep	saep	0	chars
𤂢	xi	xi	ep	xiep	0	chars
𤂢	xian	xm	ep	xmep	0	chars
𤂣	xiao	xc	el	xcel	0	chars
𤂤	zhuan	vr	eq	vreq	0	chars
𤂥	zhi	vi	es	vies	0	chars
𤂦	guan	gr	eg	greg	0	chars
𤂮	hong	hs	ef	hsef	0	chars
𤂯	cuan	cr	ec	crec	0	chars
𤂯	zan	zj	ec	zjec	0	chars
𤂰	li	li	ee	liee	0	chars
𤂱	li	li	ee	liee	0	chars
𤂲	hong	hs	ec	hsec	0	chars
𤂳	shan	uj	ei	ujei	0	chars
𤂳	suo	so	ei	soei	0	chars
𤂴	xi	xi	ei	xiei	0	chars
𤂵	wan	wj	ef	wjef	0	chars
𤂶	lin	ln	eg	lneg	0	chars
𤂷	e	ee	ey	eeey	0	chars
𤂸	chun	ip	ej	ipej	0	chars
𤂸	zhun	vp	ej	vpej	0	chars
𤂹	yin	yn	ej	ynej	0	chars
𤂺	lan	lj	eu	ljeu	0	chars
𤂻	yu	yu	eo	yueo	0	chars
𤂼	yao	yk	he	ykhe	0	chars
𤂽	shi	ui	ef	uief	0	chars
𤂾	hui	hv	eh	hveh	0	chars
𤂾	huo	ho	eh	hoeh	0	chars
𤂿	xuan	xr	ec	xrec	0	chars
𤃀	li	li	ee	liee	0	chars
𤃁	shi	ui	eg	uieg	0	chars
𤃂	xun	xp	ei	xpei	0	chars
𤃃	fan	fj	ew	fjew	0	chars
𤃄	ju	ju	se	juse	0	chars
𤃄	qu	qu	se	quse	0	chars
𤃅	tan	tj	ei	tjei	0	chars
𤃆	huan	hr	ev	hrev	0	chars
𤃇	yan	yj	ef	yjef	0	chars
𤃈	nang	nh	ev	nhev	0	chars
𤃉	li	li	ep	liep	0	chars
𤃊	pu	pu	ej	puej	0	chars
𤃋	ji	ji	ec	jiec	0	chars
𤃏	la	la	er	laer	0	chars
𤃒	jun	jp	eu	jpeu	0	chars
𤃒	xun	xp	eu	xpeu	0	chars
𤃓	ru	ru	em	ruem	0	chars
𤃕	tao	tk	ee	tkee	0	chars
𤃖	wo	wo	ef	woef	0	chars
𤃗	guan	gr	et	gret	0	chars
𤃘	hui	hv	ec	hvec	0	chars
𤃘	kui	kv	ec	kvec	0	chars
𤃙	pu	pu	et	puet	0	chars
𤃚	yin	yn	eo	yneo	0	chars
𤃣	zhu	vu	ec	vuec	0	chars
𤃦	jian	jm	ea	jmea	0	chars
𤃨	lan	lj	ew	ljew	0	chars
𤃩	ling	ly	er	lyer	0	chars
𤃪	xi	xi	ei	xiei	0	chars
𤃫	hong	hs	ep	hsep	0	chars
𤃬	huan	hr	ec	hrec	0	chars
𤃭	jiao	jc	ef	jcef	0	chars
𤃮	zhuo	vo	el	voel	0	chars
𤃯	he	he	ey	heey	0	chars
𤃰	mei	mz	ef	mzef	0	chars
𤃱	mei	mz	ed	mzed	0	chars
𤃲	zhi	vi	ef	vief	0	chars
𤃳	fan	fj	ew	fjew	0	chars
𤃴	hui	hv	eh	hveh	0	chars
𤃴	huo	ho	eh	hoeh	0	chars
𤃵	bo	bo	er	boer	0	chars
𤃶	teng	tg	et	tget	0	chars
𤃷	an	an	ea	anea	0	chars
𤃸	bo	bo	ej	boej	0	chars
𤃸	luo	lo	ej	loej	0	chars
𤃸	po	po	ej	poej	0	chars
𤃹	li	li	er	lier	0	chars
𤃺	xun	xp	ew	xpew	0	chars
𤃻	lei	lz	se	lzse	0	chars
𤃼	zang	zh	eb	zheb	0	chars
𤃽	hui	hv	eb	hveb	0	chars
𤃾	jiao	jc	et	jcet	0	chars
𤃿	mie	mx	ei	mxei	0	chars
𤄀	huo	ho	ee	hoee	0	chars
𤄁	zhou	vb	ei	vbei	0	chars
𤄃	kuo	ko	er	koer	0	chars
𤄄	chi	ii	ef	iief	0	chars
𤄈	lin	ln	se	lnse	0	chars
𤄉	liu	lq	en	lqen	0	chars
𤄊	chan	ij	eg	ijeg	0	chars
𤄌	mie	mx	qf	mxqf	0	chars
𤄎	xi	xi	eu	xieu	0	chars
𤄏	hong	hs	ef	hsef	0	chars
𤄐	liu	lq	ew	lqew	0	chars
𤄑	fan	fj	ee	fjee	0	chars
𤄒	jian	jm	eb	jmeb	0	chars
𤄓	cong	cs	eo	cseo	0	chars
𤄔	za	za	ei	zaei	0	chars
𤄕	zu	zu	ec	zuec	0	chars
𤄖	ca	ca	eg	caeg	0	chars
𤄖	za	za	eg	zaeg	0	chars
𤄗	bao	bk	ed	bked	0	chars
𤄗	pu	pu	ed	pued	0	chars
𤄘	you	yb	ee	ybee	0	chars
𤄙	xiao	xc	ex	xcex	0	chars
𤄚	piao	pc	ef	pcef	0	chars
𤄛	dui	dv	eg	dveg	0	chars
𤄜	pan	pj	ew	pjew	0	chars
𤄝	yan	yj	ei	yjei	0	chars
𤄞	ying	yy	ek	yyek	0	chars
𤄡	gu	gu	eu	gueu	0	chars
𤄤	fen	ff	ec	ffec	0	chars
𤄥	ta	ta	ef	taef	0	chars
𤄦	lv	lv	ep	lvep	0	chars
𤄧	pan	pj	er	pjer	0	chars
𤄨	ji	ji	en	jien	0	chars
𤄩	jiao	jc	ef	jcef	0	chars
𤄪	fen	ff	ee	ffee	0	chars
𤄫	fan	fj	ew	fjew	0	chars
𤄬	xi	xi	eg	xieg	0	chars
𤄳	xi	xi	he	xihe	0	chars
𤄴	du	du	ec	duec	0	chars
𤄵	qian	qm	eb	qmeb	0	chars
𤄶	shuo	uo	ed	uoed	0	chars
𤄶	yao	yk	ed	yked	0	chars
𤄷	luo	lo	eg	loeg	0	chars
𤄸	jin	jn	ef	jnef	0	chars
𤄹	bin	bn	ec	bnec	0	chars
𤄺	bian	bm	es	bmes	0	chars
𤄼	jin	jn	ef	jnef	0	chars
𤄽	li	li	ei	liei	0	chars
𤅀	ying	yy	eq	yyeq	0	chars
𤅁	nong	ns	ev	nsev	0	chars
𤅃	li	li	ec	liec	0	chars
𤅅	wu	wu	ed	wued	0	chars
𤅆	hao	hk	ec	hkec	0	chars
𤅇	luan	lr	ef	lref	0	chars
𤅈	ji	ji	em	jiem	0	chars
𤅊	yan	yj	ek	yjek	0	chars
𤅋	dou	db	ec	dbec	0	chars
𤅍	cao	ck	ea	ckea	0	chars
𤅎	man	mj	ec	mjec	0	chars
𤅏	hong	hs	et	hset	0	chars
𤅐	gong	gs	et	gset	0	chars
𤅑	rang	rh	ev	rhev	0	chars
𤅒	can	cj	ep	cjep	0	chars
𤅓	xia	xw	ec	xwec	0	chars
𤅔	ju	ju	ea	juea	0	chars
𤅗	ying	yy	er	yyer	0	chars
𤅘	ying	yy	eb	yyeb	0	chars
𤅙	yan	yj	ek	yjek	0	chars
𤅚	men	mf	em	mfem	0	chars
𤅚	wei	wz	em	wzem	0	chars
𤅛	nong	ns	ev	nsev	0	chars
𤅝	huo	ho	el	hoel	0	chars
𤅝	kuo	ko	el	koel	0	chars
𤅠	shan	uj	ef	ujef	0	chars
𤅡	hao	hk	ec	hkec	0	chars
𤅢	yue	yt	eb	yteb	0	chars
𤅣	men	mf	em	mfem	0	chars
𤅤	mi	mi	eb	mieb	0	chars
𤅥	jiao	jc	ee	jcee	0	chars
𤅥	mao	mk	ee	mkee	0	chars
𤅥	ze	ze	ee	zeee	0	chars
𤅥	zhuo	vo	ee	voee	0	chars
𤅦	tan	tj	el	tjel	0	chars
𤅨	zhuo	vo	ee	voee	0	chars
𤅩	tan	tj	ef	tjef	0	chars
𤅪	jiao	jc	ei	jcei	0	chars
𤅪	mao	mk	ei	mkei	0	chars
𤅪	ze	ze	ei	zeei	0	chars
𤅪	zhuo	vo	ei	voei	0	chars
𤅫	ling	ly	ei	lyei	0	chars
𤅬	qian	qm	eb	qmeb	0	chars
𤅭	nang	nh	ev	nhev	0	chars
𤅭	rang	rh	ev	rhev	0	chars
𤅯	jiao	jc	ee	jcee	0	chars
𤅯	mao	mk	ee	mkee	0	chars
𤅯	ze	ze	ee	zeee	0	chars
𤅯	zhuo	vo	ee	voee	0	chars
𤅰	shuo	uo	eb	uoeb	0	chars
𤅰	yue	yt	eb	yteb	0	chars
𤅱	gu	gu	et	guet	0	chars
𤅲	shan	uj	ef	ujef	0	chars
𤅲	shuan	ur	ef	uref	0	chars
𤅳	bi	bi	eb	bieb	0	chars
𤅴	de	de	ed	deed	0	chars
𤅴	di	di	ed	died	0	chars
𤅵	sui	sv	eb	sveb	0	chars
𤅷	ling	ly	eo	lyeo	0	chars
𤅸	yan	yj	et	yjet	0	chars
𤅹	bi	bi	ek	biek	0	chars
𤅻	huo	ho	eu	hoeu	0	chars
𤅻	kuo	ko	eu	koeu	0	chars
𤅼	tan	tj	ef	tjef	0	chars
𤅽	tan	tj	ef	tjef	0	chars
𤅿	yan	yj	et	yjet	0	chars
𤆀	biao	bc	ef	bcef	0	chars
𤆁	cheng	ig	he	ighe	0	chars
𤆂	kui	kv	fm	kvfm	0	chars
𤆃	tai	tl	if	tlif	0	chars
𤆄	huo	ho	nf	honf	0	chars
𤆄	zai	zl	nf	zlnf	0	chars
𤆅	she	ue	of	ueof	0	chars
𤆅	zai	zl	of	zlof	0	chars
𤆆	hui	hv	ef	hvef	0	chars
𤆆	yan	yj	ef	yjef	0	chars
𤆇	tun	tp	fp	tpfp	0	chars
𤆉	deng	dg	mf	dgmf	0	chars
𤆊	bao	bk	fy	bkfy	0	chars
𤆋	zai	zl	of	zlof	0	chars
𤆌	yan	yj	fe	yjfe	0	chars
𤆍	chi	ii	kf	iikf	0	chars
𤆎	zai	zl	qf	zlqf	0	chars
𤆏	wo	wo	fs	wofs	0	chars
𤆐	jiu	jq	nf	jqnf	0	chars
𤆑	cou	cb	fl	cbfl	0	chars
𤆒	di	di	hf	dihf	0	chars
𤆒	zhi	vi	hf	vihf	0	chars
𤆓	huang	hd	fi	hdfi	0	chars
𤆓	kuang	kd	fi	kdfi	0	chars
𤆔	qi	qi	sf	qisf	0	chars
𤆕	xiao	xc	sf	xcsf	0	chars
𤆖	ji	ji	qf	jiqf	0	chars
𤆘	zhou	vb	fi	vbfi	0	chars
𤆙	shui	uv	bf	uvbf	0	chars
𤆚	dun	dp	fu	dpfu	0	chars
𤆛	yu	yu	yf	yuyf	0	chars
𤆜	gua	gw	fm	gwfm	0	chars
𤆝	pu	pu	fe	pufe	0	chars
𤆞	xu	xu	fh	xufh	0	chars
𤆟	en	en	fv	enfv	0	chars
𤆟	si	si	fv	sifv	0	chars
𤆟	yun	yp	fv	ypfv	0	chars
𤆡	wu	wu	fm	wufm	0	chars
𤆢	lun	lp	fp	lpfp	0	chars
𤆣	sha	ua	fe	uafe	0	chars
𤆤	zhen	vf	fn	vffn	0	chars
𤆥	zhuo	vo	fm	vofm	0	chars
𤆧	zao	zk	fi	zkfi	0	chars
𤆩	tu	tu	fe	tufe	0	chars
𤆫	bao	bk	pf	bkpf	0	chars
𤆫	fou	fb	pf	fbpf	0	chars
𤆫	pao	pk	pf	pkpf	0	chars
𤆬	chu	iu	hf	iuhf	0	chars
𤆬	mao	mk	hf	mkhf	0	chars
𤆬	shi	ui	hf	uihf	0	chars
𤆭	sheng	ug	ft	ugft	0	chars
𤆮	fu	fu	fo	fufo	0	chars
𤆯	zhu	vu	jf	vujf	0	chars
𤆰	shi	ui	df	uidf	0	chars
𤆱	nuo	no	mf	nomf	0	chars
𤆱	ruan	rr	mf	rrmf	0	chars
𤆲	zai	zl	ef	zlef	0	chars
𤆳	hui	hv	fe	hvfe	0	chars
𤆳	pu	pu	fe	pufe	0	chars
𤆴	huang	hd	yf	hdyf	0	chars
𤆴	si	si	yf	siyf	0	chars
𤆵	pa	pa	fu	pafu	0	chars
𤆶	fen	ff	fh	fffh	0	chars
𤆷	guang	gd	fp	gdfp	0	chars
𤆺	kong	ks	fu	ksfu	0	chars
𤆼	zhu	vu	fn	vufn	0	chars
𤆾	yi	yi	fm	yifm	0	chars
𤆿	gui	gv	fe	gvfe	0	chars
𤆿	que	qt	fe	qtfe	0	chars
𤇀	yin	yn	wf	ynwf	0	chars
𤇁	gai	gl	fm	glfm	0	chars
𤇁	ge	ge	fm	gefm	0	chars
𤇁	he	he	fm	hefm	0	chars
𤇃	li	li	fs	lifs	0	chars
𤇄	shan	uj	fo	ujfo	0	chars
𤇇	chan	ij	tf	ijtf	0	chars
𤇇	yin	yn	tf	yntf	0	chars
𤇈	shi	ui	mf	uimf	0	chars
𤇊	ping	py	fj	pyfj	0	chars
𤇌	gu	gu	fr	gufr	0	chars
𤇍	jie	jx	if	jxif	0	chars
𤇏	cheng	ig	nf	ignf	0	chars
𤇏	zheng	vg	nf	vgnf	0	chars
𤇐	xi	xi	lf	xilf	0	chars
𤇑	ying	yy	ff	yyff	0	chars
𤇓	xing	xy	hf	xyhf	0	chars
𤇔	chi	ii	fi	iifi	0	chars
𤇕	qi	qi	hf	qihf	0	chars
𤇖	ju	ju	fm	jufm	0	chars
𤇗	bao	bk	nf	bknf	0	chars
𤇗	fou	fb	nf	fbnf	0	chars
𤇗	pao	pk	nf	pknf	0	chars
𤇘	ju	ju	nf	junf	0	chars
𤇙	gai	gl	fm	glfm	0	chars
𤇙	ge	ge	fm	gefm	0	chars
𤇙	he	he	fm	hefm	0	chars
𤇚	che	ie	fy	iefy	0	chars
𤇛	kang	kh	fm	khfm	0	chars
𤇜	min	mn	fp	mnfp	0	chars
𤇝	fu	fu	lf	fulf	0	chars
𤇞	ge	ge	kf	gekf	0	chars
𤇟	yan	yj	sf	yjsf	0	chars
𤇠	hu	hu	hf	huhf	0	chars
𤇠	ju	ju	hf	juhf	0	chars
𤇡	xuan	xr	hf	xrhf	0	chars
𤇣	xing	xy	fm	xyfm	0	chars
𤇨	fei	fz	fm	fzfm	0	chars
𤇨	pi	pi	fm	pifm	0	chars
𤇫	qiu	qq	hf	qqhf	0	chars
𤇬	zi	zi	yf	ziyf	0	chars
𤇭	long	ls	fp	lsfp	0	chars
𤇮	fa	fa	fo	fafo	0	chars
𤇯	ao	ao	yv	aoyv	0	chars
𤇯	en	en	yv	enyv	0	chars
𤇯	yun	yp	yv	ypyv	0	chars
𤇰	fa	fa	of	faof	0	chars
𤇱	nao	nk	fu	nkfu	0	chars
𤇲	ren	rf	of	rfof	0	chars
𤇳	xu	xu	fm	xufm	0	chars
𤇳	xue	xt	fm	xtfm	0	chars
𤇴	xi	xi	sf	xisf	0	chars
𤇴	yi	yi	sf	yisf	0	chars
𤇵	hai	hl	jf	hljf	0	chars
𤇶	zheng	vg	fm	vgfm	0	chars
𤇷	en	en	lf	enlf	0	chars
𤇷	yun	yp	lf	yplf	0	chars
𤇸	chen	if	sf	ifsf	0	chars
𤇸	ju	ju	sf	jusf	0	chars
𤇹	bi	bi	fj	bifj	0	chars
𤇻	dang	dh	fm	dhfm	0	chars
𤇽	rong	rs	fj	rsfj	0	chars
𤇾	ying	yy	fb	yyfb	0	chars
𤈀	mu	mu	if	muif	0	chars
𤈂	hu	hu	jf	hujf	0	chars
𤈃	bing	by	fb	byfb	0	chars
𤈃	tian	tm	fb	tmfb	0	chars
𤈄	ji	ji	fr	jifr	0	chars
𤈆	geng	gg	fk	ggfk	0	chars
𤈇	qi	qi	fw	qifw	0	chars
𤈇	xi	xi	fw	xifw	0	chars
𤈈	guang	gd	tf	gdtf	0	chars
𤈉	gong	gs	tf	gstf	0	chars
𤈋	gu	gu	fn	gufn	0	chars
𤈌	zhao	vk	af	vkaf	0	chars
𤈍	xi	xi	fr	xifr	0	chars
𤈎	xu	xu	fa	xufa	0	chars
𤈎	xun	xp	fa	xpfa	0	chars
𤈐	zhu	vu	fd	vufd	0	chars
𤈑	di	di	fp	difp	0	chars
𤈒	fou	fb	fu	fbfu	0	chars
𤈓	chao	ik	fg	ikfg	0	chars
𤈔	chi	ii	gf	iigf	0	chars
𤈕	chi	ii	nf	iinf	0	chars
𤈖	bao	bk	nf	bknf	0	chars
𤈖	fou	fb	nf	fbnf	0	chars
𤈖	pao	pk	nf	pknf	0	chars
𤈗	chao	ik	sf	iksf	0	chars
𤈘	li	li	fn	lifn	0	chars
𤈙	yi	yi	fn	yifn	0	chars
𤈛	gong	gs	fu	gsfu	0	chars
𤈛	guang	gd	fu	gdfu	0	chars
𤈛	huang	hd	fu	hdfu	0	chars
𤈛	yang	yh	fu	yhfu	0	chars
𤈜	ting	ty	fg	tyfg	0	chars
𤈢	xiao	xc	of	xcof	0	chars
𤈢	xiu	xq	of	xqof	0	chars
𤈢	xu	xu	of	xuof	0	chars
𤈣	fou	fb	of	fbof	0	chars
𤈥	di	di	fp	difp	0	chars
𤈦	hui	hv	fu	hvfu	0	chars
𤈦	mei	mz	fu	mzfu	0	chars
𤈧	di	di	fe	dife	0	chars
𤈧	he	he	fe	hefe	0	chars
𤈨	chao	ik	sf	iksf	0	chars
𤈩	zha	va	tf	vatf	0	chars
𤈪	kai	kl	ft	klft	0	chars
𤈫	wei	wz	se	wzse	0	chars
𤈬	mo	mo	fe	mofe	0	chars
𤈬	wan	wj	fe	wjfe	0	chars
𤈭	bei	bz	yf	bzyf	0	chars
𤈭	bi	bi	yf	biyf	0	chars
𤈭	chong	is	yf	isyf	0	chars
𤈭	heng	hg	yf	hgyf	0	chars
𤈭	pai	pl	yf	plyf	0	chars
𤈮	zai	zl	qf	zlqf	0	chars
𤈯	yu	yu	fo	yufo	0	chars
𤈱	che	ie	yf	ieyf	0	chars
𤈱	xie	xx	yf	xxyf	0	chars
𤈲	shu	uu	mf	uumf	0	chars
𤈳	shu	uu	bf	uubf	0	chars
𤈳	xi	xi	bf	xibf	0	chars
𤈴	xie	xx	yf	xxyf	0	chars
𤈵	chang	ih	fa	ihfa	0	chars
𤈵	fou	fb	fa	fbfa	0	chars
𤈵	wo	wo	fa	wofa	0	chars
𤈶	yun	yp	fo	ypfo	0	chars
𤈷	xian	xm	fm	xmfm	0	chars
𤈸	gu	gu	fs	gufs	0	chars
𤈹	tan	tj	uf	tjuf	0	chars
𤈼	xing	xy	fj	xyfj	0	chars
𤈽	peng	pg	fn	pgfn	0	chars
𤈾	xi	xi	ef	xief	0	chars
𤈿	qi	qi	if	qiif	0	chars
𤉁	yan	yj	fm	yjfm	0	chars
𤉂	hu	hu	sf	husf	0	chars
𤉄	xu	xu	mf	xumf	0	chars
𤉅	qun	qp	sf	qpsf	0	chars
𤉈	chu	iu	fu	iufu	0	chars
𤉉	xian	xm	hf	xmhf	0	chars
𤉊	da	da	fm	dafm	0	chars
𤉌	xian	xm	hf	xmhf	0	chars
𤉍	lao	lk	fq	lkfq	0	chars
𤉎	shao	uk	sf	uksf	0	chars
𤉏	shi	ui	bf	uibf	0	chars
𤉐	zhuo	vo	uf	vouf	0	chars
𤉑	xuan	xr	fm	xrfm	0	chars
𤉙	qun	qp	fr	qpfr	0	chars
𤉝	ju	ju	fr	jufr	0	chars
𤉞	liao	lc	uf	lcuf	0	chars
𤉟	re	re	qf	reqf	0	chars
𤉡	si	si	sf	sisf	0	chars
𤉢	xiang	xd	nf	xdnf	0	chars
𤉣	zai	zl	fw	zlfw	0	chars
𤉤	bie	bx	ff	bxff	0	chars
𤉥	jiu	jq	nf	jqnf	0	chars
𤉦	wo	wo	fv	wofv	0	chars
𤉧	jiao	jc	kk	jckk	0	chars
𤉧	yao	yk	kk	ykkk	0	chars
𤉨	fu	fu	if	fuif	0	chars
𤉪	xiang	xd	fy	xdfy	0	chars
𤉫	kai	kl	fk	klfk	0	chars
𤉬	ye	ye	fd	yefd	0	chars
𤉬	zha	va	fd	vafd	0	chars
𤉭	guang	gd	yf	gdyf	0	chars
𤉮	bei	bz	fr	bzfr	0	chars
𤉯	yu	yu	nf	yunf	0	chars
𤉰	xi	xi	hf	xihf	0	chars
𤉱	xi	xi	hf	xihf	0	chars
𤉲	liao	lc	df	lcdf	0	chars
𤉴	chuang	id	fa	idfa	0	chars
𤉵	xu	xu	rf	xurf	0	chars
𤉶	xiao	xc	fb	xcfb	0	chars
𤉷	ran	rj	bf	rjbf	0	chars
𤉸	ju	ju	fr	jufr	0	chars
𤉹	fu	fu	if	fuif	0	chars
𤉺	jiao	jc	ek	jcek	0	chars
𤉺	yao	yk	ek	ykek	0	chars
𤉼	ju	ju	fu	jufu	0	chars
𤉽	di	di	if	diif	0	chars
𤊀	xu	xu	fd	xufd	0	chars
𤊁	di	di	ef	dief	0	chars
𤊄	mei	mz	fc	mzfc	0	chars
𤊅	ji	ji	nf	jinf	0	chars
𤊅	qi	qi	nf	qinf	0	chars
𤊆	piao	pc	mf	pcmf	0	chars
𤊇	se	se	mf	semf	0	chars
𤊌	chu	iu	lf	iulf	0	chars
𤊍	ji	ji	fl	jifl	0	chars
𤊏	ping	py	bf	pybf	0	chars
𤊐	shou	ub	fe	ubfe	0	chars
𤊑	xin	xn	hf	xnhf	0	chars
𤊖	gu	gu	fk	gufk	0	chars
𤊗	yan	yj	mf	yjmf	0	chars
𤊘	chuang	id	hf	idhf	0	chars
𤊘	cong	cs	hf	cshf	0	chars
𤊘	zong	zs	hf	zshf	0	chars
𤊙	jiao	jc	of	jcof	0	chars
𤊚	kang	kh	fm	khfm	0	chars
𤊛	chao	ik	fg	ikfg	0	chars
𤊜	tai	tl	if	tlif	0	chars
𤊝	chao	ik	pf	ikpf	0	chars
𤊞	zhang	vh	fv	vhfv	0	chars
𤊟	ding	dy	fo	dyfo	0	chars
𤊟	ting	ty	fo	tyfo	0	chars
𤊡	feng	fg	fq	fgfq	0	chars
𤊡	peng	pg	fq	pgfq	0	chars
𤊨	fu	fu	fm	fufm	0	chars
𤊩	fen	ff	fd	fffd	0	chars
𤊫	fei	fz	fe	fzfe	0	chars
𤊬	fei	fz	fy	fzfy	0	chars
𤊮	jiao	jc	ek	jcek	0	chars
𤊮	yao	yk	ek	ykek	0	chars
𤊯	tun	tp	bf	tpbf	0	chars
𤊱	xiang	xd	nf	xdnf	0	chars
𤊲	nao	nk	fw	nkfw	0	chars
𤊳	duan	dr	fe	drfe	0	chars
𤊴	fu	fu	fr	fufr	0	chars
𤊴	huo	ho	fr	hofr	0	chars
𤊵	ji	ji	fl	jifl	0	chars
𤊶	la	la	fn	lafn	0	chars
𤊷	bei	bz	fb	bzfb	0	chars
𤊸	fu	fu	if	fuif	0	chars
𤊹	bo	bo	fs	bofs	0	chars
𤊺	xu	xu	fo	xufo	0	chars
𤊻	fou	fb	fu	fbfu	0	chars
𤊻	fu	fu	fu	fufu	0	chars
𤊼	shan	uj	fm	ujfm	0	chars
𤊽	liao	lc	kf	lckf	0	chars
𤊾	mie	mx	tf	mxtf	0	chars
𤊿	che	ie	fx	iefx	0	chars
𤋀	xu	xu	fk	xufk	0	chars
𤋁	yang	yh	af	yhaf	0	chars
𤋂	mo	mo	tf	motf	0	chars
𤋃	qiu	qq	cf	qqcf	0	chars
𤋄	wu	wu	nf	wunf	0	chars
𤋅	jiong	js	lf	jslf	0	chars
𤋆	dao	dk	if	dkif	0	chars
𤋇	shi	ui	bf	uibf	0	chars
𤋋	cu	cu	fk	cufk	0	chars
𤋌	su	su	tf	sutf	0	chars
𤋎	ji	ji	tf	jitf	0	chars
𤋏	lou	lb	fv	lbfv	0	chars
𤋒	di	di	qf	diqf	0	chars
𤋓	li	li	fe	life	0	chars
𤋔	xi	xi	gf	xigf	0	chars
𤋕	xu	xu	sf	xusf	0	chars
𤋗	xu	xu	af	xuaf	0	chars
𤋘	si	si	fp	sifp	0	chars
𤋙	miao	mc	fw	mcfw	0	chars
𤋜	zhao	vk	af	vkaf	0	chars
𤋝	ji	ji	bf	jibf	0	chars
𤋠	yan	yj	fl	yjfl	0	chars
𤋢	yu	yu	fi	yufi	0	chars
𤋣	cha	ia	nf	ianf	0	chars
𤋣	sha	ua	nf	uanf	0	chars
𤋥	cha	ia	pf	iapf	0	chars
𤋥	sha	ua	pf	uapf	0	chars
𤋦	qi	qi	hf	qihf	0	chars
𤋧	ti	ti	bf	tibf	0	chars
𤋨	duo	do	fg	dofg	0	chars
𤋩	shu	uu	fk	uufk	0	chars
𤋪	bao	bk	fu	bkfu	0	chars
𤋫	nao	nk	fu	nkfu	0	chars
𤋬	wu	wu	fe	wufe	0	chars
𤋬	yu	yu	fe	yufe	0	chars
𤋭	ji	ji	fa	jifa	0	chars
𤋮	xi	xi	sf	xisf	0	chars
𤋯	liao	lc	kf	lckf	0	chars
𤋰	chu	iu	wf	iuwf	0	chars
𤋰	zhu	vu	wf	vuwf	0	chars
𤋱	xun	xp	hf	xphf	0	chars
𤋲	ruo	ro	fb	rofb	0	chars
𤋳	yu	yu	nf	yunf	0	chars
𤋴	lie	lx	vf	lxvf	0	chars
𤌁	kang	kh	fb	khfb	0	chars
𤌂	su	su	fh	sufh	0	chars
𤌂	xiao	xc	fh	xcfh	0	chars
𤌃	duo	do	fb	dofb	0	chars
𤌄	zhu	vu	fa	vufa	0	chars
𤌆	wu	wu	fg	wufg	0	chars
𤌇	jiong	js	sf	jssf	0	chars
𤌈	bi	bi	of	biof	0	chars
𤌉	chao	ik	pf	ikpf	0	chars
𤌊	zai	zl	jf	zljf	0	chars
𤌋	hui	hv	fi	hvfi	0	chars
𤌌	ying	yy	ft	yyft	0	chars
𤌍	hu	hu	fg	hufg	0	chars
𤌍	ji	ji	fg	jifg	0	chars
𤌎	lin	ln	mf	lnmf	0	chars
𤌏	weng	wg	fm	wgfm	0	chars
𤌐	han	hj	fw	hjfw	0	chars
𤌑	biao	bc	hf	bchf	0	chars
𤌑	piao	pc	hf	pchf	0	chars
𤌒	wei	wz	fg	wzfg	0	chars
𤌓	xuan	xr	fd	xrfd	0	chars
𤌔	nan	nj	of	njof	0	chars
𤌕	duo	do	fr	dofr	0	chars
𤌖	chao	ik	fy	ikfy	0	chars
𤌗	huang	hd	fm	hdfm	0	chars
𤌙	ta	ta	fm	tafm	0	chars
𤌚	hui	hv	fr	hvfr	0	chars
𤌛	xiao	xc	fh	xcfh	0	chars
𤌜	yan	yj	fw	yjfw	0	chars
𤌝	chao	ik	pf	ikpf	0	chars
𤌟	can	cj	fd	cjfd	0	chars
𤌠	lin	ln	fq	lnfq	0	chars
𤌡	ying	yy	fk	yyfk	0	chars
𤌢	ru	ru	ff	ruff	0	chars
𤌤	xi	xi	fe	xife	0	chars
𤌥	e	ee	fv	eefv	0	chars
𤌧	sang	sh	fd	shfd	0	chars
𤌩	fa	fa	sf	fasf	0	chars
𤌪	nuan	nr	ff	nrff	0	chars
𤌫	fu	fu	fr	fufr	0	chars
𤌮	guang	gd	vf	gdvf	0	chars
𤌮	jiong	js	vf	jsvf	0	chars
𤌰	bi	bi	fj	bifj	0	chars
𤌲	hua	hw	lf	hwlf	0	chars
𤌳	wei	wz	fk	wzfk	0	chars
𤌴	ji	ji	fd	jifd	0	chars
𤌵	yan	yj	fs	yjfs	0	chars
𤌶	xiong	xs	fp	xsfp	0	chars
𤌷	xi	xi	fp	xifp	0	chars
𤌸	shao	uk	fj	ukfj	0	chars
𤌹	gan	gj	jf	gjjf	0	chars
𤌹	qian	qm	jf	qmjf	0	chars
𤌺	jian	jm	yf	jmyf	0	chars
𤌻	gua	gw	fr	gwfr	0	chars
𤌼	huang	hd	fg	hdfg	0	chars
𤌽	chao	ik	pf	ikpf	0	chars
𤌾	he	he	yf	heyf	0	chars
𤌿	ji	ji	fk	jifk	0	chars
𤍀	xiang	xd	fr	xdfr	0	chars
𤍁	sha	ua	kf	uakf	0	chars
𤍂	yin	yn	df	yndf	0	chars
𤍅	lie	lx	ff	lxff	0	chars
