# 字符	拼音	双拼	辅助码	完整编码	权重	来源
痺	bi	bi	kj	bikj	0	chars
痺	pi	pi	kj	pikj	0	chars
痻	min	mn	ka	mnka	0	chars
痼	gu	gu	kr	gukr	690	chars
痽	dui	dv	kg	dvkg	0	chars
痾	e	ee	kr	eekr	0	chars
痾	ke	ke	kr	kekr	0	chars
痿	wei	wz	kv	wzkv	2501	chars
瘀	yu	yu	km	yukm	1494	chars
瘁	cui	cv	kj	cvkj	3936	chars
瘂	e	ee	km	eekm	0	chars
瘂	ya	ya	km	yakm	0	chars
瘃	zhu	vu	ko	vuko	8	chars
瘄	cu	cu	ka	cuka	0	chars
瘅	dan	dj	kj	djkj	36	chars
瘆	shen	uf	kh	ufkh	478	chars
瘇	chong	is	kg	iskg	0	chars
瘇	zhong	vs	kg	vskg	0	chars
瘈	chi	ii	kk	iikk	0	chars
瘈	ji	ji	kk	jikk	0	chars
瘈	qi	qi	kk	qikk	0	chars
瘈	zhi	vi	kk	vikk	0	chars
瘉	yu	yu	kn	yukn	0	chars
瘊	hou	hb	kk	hbkk	195	chars
瘋	feng	fg	ki	fgki	0	chars
瘌	la	la	kn	lakn	1496	chars
瘍	yang	yh	kh	yhkh	0	chars
瘎	chen	if	kv	ifkv	0	chars
瘏	tu	tu	ka	tuka	0	chars
瘐	sou	sb	ko	sbko	0	chars
瘐	yu	yu	ko	yuko	272	chars
瘑	gua	gw	kr	gwkr	0	chars
瘑	guo	go	kr	gokr	0	chars
瘒	wen	wf	kj	wfkj	0	chars
瘓	huan	hr	kk	hrkk	0	chars
瘓	tuan	tr	kk	trkk	0	chars
瘔	ku	ku	kr	kukr	0	chars
瘕	jia	jw	ke	jwke	20	chars
瘕	xia	xw	ke	xwke	0	chars
瘖	yin	yn	ka	ynka	0	chars
瘗	yi	yi	kg	yikg	96	chars
瘘	lou	lb	kv	lbkv	108	chars
瘙	sao	sk	ki	skki	722	chars
瘙	zao	zk	ki	zkki	0	chars
瘚	jue	jt	ko	jtko	0	chars
瘛	chi	ii	kp	iikp	74	chars
瘜	xi	xi	kp	xikp	0	chars
瘝	guan	gr	ke	grke	0	chars
瘞	yi	yi	kg	yikg	0	chars
瘟	wen	wf	kt	wfkt	11924	chars
瘠	ji	ji	kb	jikb	3156	chars
瘡	chuang	id	kr	idkr	0	chars
瘢	ban	bj	ke	bjke	390	chars
瘣	hui	hv	ki	hvki	0	chars
瘣	kuai	ky	ki	kyki	0	chars
瘣	lei	lz	ki	lzki	0	chars
瘤	liu	lq	kw	lqkw	6892	chars
瘥	chai	il	km	ilkm	45	chars
瘥	cuo	co	km	cokm	0	chars
瘦	shou	ub	ke	ubke	127216	chars
瘧	nve	nt	km	ntkm	0	chars
瘧	yao	yk	km	ykkm	0	chars
瘨	chen	if	kc	ifkc	0	chars
瘨	dian	dm	kc	dmkc	0	chars
瘩	da	da	kr	dakr	17347	chars
瘪	bie	bx	kp	bxkp	11246	chars
瘫	tan	tj	kg	tjkg	28249	chars
瘬	zhang	vh	kv	vhkv	0	chars
瘭	biao	bc	kf	bckf	35	chars
瘮	shen	uf	kh	ufkh	0	chars
瘯	cu	cu	kk	cukk	0	chars
瘰	luo	lo	kf	lokf	77	chars
瘱	yi	yi	kp	yikp	0	chars
瘲	zong	zs	ko	zsko	0	chars
瘳	chou	ib	kh	ibkh	173	chars
瘳	liao	lc	kh	lckh	0	chars
瘴	zhang	vh	kj	vhkj	5331	chars
瘵	ji	ji	kf	jikf	0	chars
瘵	zhai	vl	kf	vlkf	34	chars
瘶	shu	uu	ko	uuko	0	chars
瘶	sou	sb	ko	sbko	0	chars
瘷	ji	ji	kk	jikk	0	chars
瘷	se	se	kk	sekk	0	chars
瘸	que	qt	kb	qtkb	11577	chars
瘹	diao	dc	ki	dcki	0	chars
瘺	lou	lb	kb	lbkb	0	chars
瘻	lou	lb	kv	lbkv	0	chars
瘻	lv	lv	kv	lvkv	0	chars
瘼	mo	mo	kk	mokk	64	chars
瘽	jin	jn	km	jnkm	0	chars
瘽	qin	qn	km	qnkm	0	chars
瘾	yin	yn	kp	ynkp	30459	chars
瘿	ying	yy	kv	yykv	262	chars
癀	huang	hd	kc	hdkc	14	chars
癁	fu	fu	ke	fuke	0	chars
療	liao	lc	kf	lckf	0	chars
癃	long	ls	km	lskm	18	chars
癄	jiao	jc	kf	jckf	0	chars
癄	qiao	qc	kf	qckf	0	chars
癅	liu	lq	kw	lqkw	0	chars
癆	lao	lk	ks	lkks	0	chars
癇	xian	xm	kb	xmkb	0	chars
癈	fei	fz	ke	fzke	0	chars
癉	dan	dj	kj	djkj	0	chars
癉	tan	tj	kj	tjkj	0	chars
癊	yin	yn	ki	ynki	0	chars
癋	he	he	kp	hekp	0	chars
癌	ai	ai	ku	aiku	15319	chars
癌	yan	yj	ku	yjku	0	chars
癍	ban	bj	kg	bjkg	95	chars
癎	xian	xm	ka	xmka	0	chars
癏	guan	gr	kv	grkv	0	chars
癐	guai	gy	ka	gyka	0	chars
癐	gui	gv	ka	gvka	0	chars
癐	kuai	ky	ka	kyka	0	chars
癐	wei	wz	ka	wzka	0	chars
癑	neng	ng	kv	ngkv	0	chars
癑	nong	ns	kv	nskv	0	chars
癒	yu	yu	kp	yukp	0	chars
癓	wei	wz	kk	wzkk	0	chars
癔	yi	yi	kp	yikp	364	chars
癕	yong	ys	kg	yskg	0	chars
癖	pi	pi	kj	pikj	7798	chars
癗	lei	lz	kw	lzkw	2	chars
癘	ji	ji	kb	jikb	0	chars
癘	lai	ll	kb	llkb	0	chars
癘	li	li	kb	likb	0	chars
癙	shu	uu	kv	uukv	0	chars
癚	dan	dj	kr	djkr	0	chars
癛	bin	bn	kd	bnkd	0	chars
癛	lin	ln	kd	lnkd	0	chars
癜	dian	dm	ke	dmke	155	chars
癝	lin	ln	kf	lnkf	0	chars
癞	la	la	ko	lako	0	chars
癞	lai	ll	ko	llko	5773	chars
癟	bie	bx	kb	bxkb	0	chars
癠	ji	ji	kx	jikx	0	chars
癡	chi	ii	ko	iiko	0	chars
癢	yang	yh	kv	yhkv	0	chars
癣	xuan	xr	kq	xrkq	885	chars
癤	jie	jx	kl	jxkl	0	chars
癥	zheng	vg	kk	vgkk	0	chars
癦	me	me	kg	mekg	0	chars
癦	meng	mg	kg	mgkg	0	chars
癧	li	li	km	likm	0	chars
癨	huo	ho	kg	hokg	0	chars
癩	lai	ll	kc	llkc	0	chars
癪	ji	ji	kc	jikc	0	chars
癫	dian	dm	ko	dmko	11357	chars
癬	xian	xm	kq	xmkq	0	chars
癬	xuan	xr	kq	xrkq	0	chars
癭	ying	yy	kv	yykv	0	chars
癮	yin	yn	kp	ynkp	0	chars
癯	qu	qu	kg	qukg	732	chars
癰	yong	ys	kg	yskg	0	chars
癱	tan	tj	kg	tjkg	0	chars
癲	dian	dm	kc	dmkc	0	chars
癳	luo	lo	kf	lokf	0	chars
癴	luan	lr	kq	lrkq	0	chars
癵	luan	lr	kb	lrkb	0	chars
癶	bo	bo	no	bono	0	chars
癷	bo	bo	nj	bonj	0	chars
癸	gui	gv	nk	gvnk	3405	chars
癹	ba	ba	ne	bane	0	chars
癹	po	po	ne	pone	0	chars
発	fa	fa	np	fanp	0	chars
登	deng	dg	nt	dgnt	215944	chars
發	fa	fa	ne	fane	0	chars
發	bo	bo	ne	bone	0	chars
白	bai	bl	ha	blha	2322211	chars
白	bo	bo	ha	boha	0	chars
百	bai	bl	ma	blma	962451	chars
百	bo	bo	ma	boma	0	chars
百	mo	mo	ma	moma	0	chars
癿	qie	qx	hu	qxhu	0	chars
癿	zha	va	hu	vahu	0	chars
皀	bi	bi	hp	bihp	0	chars
皀	ji	ji	hp	jihp	0	chars
皀	xiang	xd	hp	xdhp	0	chars
皁	zao	zk	hj	zkhj	0	chars
皂	zao	zk	hp	zkhp	12776	chars
皃	mao	mk	hu	mkhu	0	chars
的	de	de	hi	dehi	76938354	chars
的	di	di	hi	dihi	106917	chars
皅	ba	ba	hu	bahu	0	chars
皅	pa	pa	hu	pahu	0	chars
皆	jie	jx	pa	jxpa	127084	chars
皇	huang	hd	hg	hdhg	640305	chars
皇	wang	wh	hg	whhg	0	chars
皈	fan	fj	he	fjhe	0	chars
皈	gui	gv	he	gvhe	2501	chars
皉	ci	ci	hp	cihp	0	chars
皊	ling	ly	hi	lyhi	0	chars
皋	gao	gk	hj	gkhj	6131	chars
皋	hao	hk	hj	hkhj	0	chars
皋	gu	gu	hj	guhj	0	chars
皌	mo	mo	hj	mohj	0	chars
皍	ji	ji	hl	jihl	0	chars
皎	jiao	jc	hk	jchk	8869	chars
皏	peng	pg	ht	pght	0	chars
皐	gao	gk	hj	gkhj	0	chars
皐	yao	yk	hj	ykhj	0	chars
皑	ai	ai	hu	aihu	6424	chars
皒	e	ee	hi	eehi	0	chars
皓	hao	hk	hr	hkhr	30879	chars
皔	han	hj	hj	hjhj	0	chars
皕	bi	bi	ma	bima	27	chars
皖	huan	hr	hu	hrhu	0	chars
皖	wan	wj	hu	wjhu	4854	chars
皗	chou	ib	hr	ibhr	0	chars
皘	qian	qm	hb	qmhb	0	chars
皙	xi	xi	da	xida	14920	chars
皙	zhe	ve	da	veda	0	chars
皚	ai	ai	ht	aiht	0	chars
皛	jiao	jc	ha	jcha	0	chars
皛	jiong	js	ha	jsha	0	chars
皛	xiao	xc	ha	xcha	0	chars
皛	pai	pl	ha	plha	0	chars
皜	gao	gk	hb	gkhb	0	chars
皜	hao	hk	hb	hkhb	0	chars
皝	huang	hd	hu	hdhu	0	chars
皞	gao	gk	hj	gkhj	0	chars
皞	hao	hk	hj	hkhj	179	chars
皟	ze	ze	hc	zehc	0	chars
皠	cui	cv	hg	cvhg	0	chars
皡	gao	gk	hj	gkhj	0	chars
皡	hao	hk	hj	hkhj	0	chars
皢	xiao	xc	hu	xchu	0	chars
皣	ye	ye	hj	yehj	0	chars
皤	fan	fj	hw	fjhw	0	chars
皤	po	po	hw	pohw	214	chars
皥	gao	gk	hj	gkhj	0	chars
皥	hao	hk	hj	hkhj	0	chars
皦	jiao	jc	hk	jchk	13	chars
皧	ai	ai	he	aihe	0	chars
皨	xing	xy	hg	xyhg	0	chars
皩	huang	hd	hu	hdhu	0	chars
皪	bo	bo	hd	bohd	0	chars
皪	li	li	hd	lihd	0	chars
皪	luo	lo	hd	lohd	0	chars
皫	piao	pc	hf	pchf	0	chars
皬	he	he	hg	hehg	0	chars
皬	le	le	hg	lehg	0	chars
皭	jiao	jc	hi	jchi	3	chars
皭	jue	jt	hi	jthi	0	chars
皮	pi	pi	de	pide	487744	chars
皯	gan	gj	dj	gjdj	0	chars
皰	bao	bk	du	bkdu	0	chars
皰	pao	pk	du	pkdu	0	chars
皱	zhou	vb	ne	vbne	186309	chars
皲	jun	jp	be	jpbe	220	chars
皳	qiu	qq	ie	qqie	0	chars
皴	cun	cp	ie	cpie	307	chars
皵	que	qt	te	qtte	0	chars
皶	lu	lu	de	lude	0	chars
皶	zha	va	de	vade	0	chars
皷	gu	gu	ge	guge	0	chars
皸	jun	jp	be	jpbe	0	chars
皹	jun	jp	dj	jpdj	0	chars
皺	zhou	vb	pe	vbpe	0	chars
皻	cu	cu	ye	cuye	0	chars
皻	zha	va	ye	vaye	0	chars
皼	gu	gu	ge	guge	0	chars
皽	dan	dj	ye	djye	0	chars
皽	tan	tj	ye	tjye	0	chars
皽	zhan	vj	ye	vjye	0	chars
皽	zhao	vk	ye	vkye	0	chars
皾	du	du	ge	duge	0	chars
皿	min	mn	bt	mnbt	3662	chars
皿	ming	my	bt	mybt	0	chars
盀	qi	qi	yt	qiyt	0	chars
盁	ying	yy	nt	yynt	0	chars
盂	yu	yu	mt	yumt	2805	chars
盃	bei	bz	mt	bzmt	0	chars
盄	diao	dc	nt	dcnt	0	chars
盄	zhao	vk	nt	vknt	0	chars
盅	zhong	vs	lt	vslt	6047	chars
盅	chong	is	lt	islt	0	chars
盆	pen	pf	ct	pfct	64086	chars
盇	gai	gl	kt	glkt	0	chars
盇	he	he	kt	hekt	0	chars
盈	ying	yy	nt	yynt	102878	chars
盉	he	he	ht	heht	276	chars
益	yi	yi	ct	yict	185217	chars
盋	bo	bo	it	boit	0	chars
盌	wan	wj	nt	wjnt	0	chars
盍	gai	gl	gt	glgt	0	chars
盍	he	he	gt	hegt	351	chars
盎	ang	ah	lt	ahlt	8678	chars
盏	zhan	vj	it	vjit	29500	chars
盐	yan	yj	gt	yjgt	37729	chars
监	jian	jm	lt	jmlt	184301	chars
盒	he	he	ot	heot	85795	chars
盓	yu	yu	et	yuet	0	chars
盔	hui	hv	kt	hvkt	0	chars
盔	kui	kv	kt	kvkt	44274	chars
盕	fan	fj	et	fjet	0	chars
盖	gai	gl	tt	gltt	229688	chars
盖	ge	ge	tt	gett	555	chars
盖	he	he	tt	hett	0	chars
盗	dao	dk	it	dkit	136597	chars
盘	pan	pj	ht	pjht	279546	chars
盙	fu	fu	it	fuit	0	chars
盚	qiu	qq	it	qqit	0	chars
盛	cheng	ig	it	igit	202048	chars
盛	sheng	ug	it	ugit	202048	chars
盜	dao	dk	et	dket	0	chars
盝	lu	lu	nt	lunt	0	chars
盞	zhan	vj	it	vjit	0	chars
盟	meng	mg	at	mgat	158636	chars
盟	ming	my	at	myat	0	chars
盠	li	li	vt	livt	0	chars
盡	jin	jn	lt	jnlt	0	chars
盢	xu	xu	wt	xuwt	0	chars
監	jian	jm	st	jmst	0	chars
盤	pan	pj	ht	pjht	0	chars
盥	guan	gr	ht	grht	1987	chars
盦	an	an	ot	anot	23	chars
盧	lu	lu	yt	luyt	0	chars
盨	xu	xu	ht	xuht	0	chars
盩	chou	ib	gt	ibgt	0	chars
盩	zhou	vb	gt	vbgt	0	chars
盪	dang	dh	et	dhet	0	chars
盪	tang	th	et	thet	0	chars
盫	an	an	ot	anot	0	chars
盫	kan	kj	ot	kjot	0	chars
盬	gu	gu	st	gust	0	chars
盬	yan	yj	st	yjst	0	chars
盭	li	li	vt	livt	0	chars
目	mu	mu	bu	mubu	1365310	chars
盯	cheng	ig	bn	igbn	0	chars
盯	ding	dy	bn	dybn	215010	chars
盰	gan	gj	bj	gjbj	0	chars
盱	xu	xu	bd	xubd	658	chars
盲	mang	mh	yu	mhyu	29895	chars
盲	wang	wh	yu	whyu	0	chars
盳	mang	mh	bv	mhbv	0	chars
盳	wang	wh	bv	whbv	0	chars
直	zhi	vi	jm	vijm	1902380	chars
盵	chi	ii	bn	iibn	0	chars
盵	qi	qi	bn	qibn	0	chars
盶	yuan	yr	bu	yrbu	0	chars
盷	tian	tm	bm	tmbm	29	chars
盷	xian	xm	bm	xmbm	0	chars
盷	xuan	xr	bm	xrbm	0	chars
盷	yun	yp	bm	ypbm	0	chars
相	xiang	xd	du	xddu	2037658	chars
盹	dun	dp	bu	dpbu	4945	chars
盹	zhun	vp	bu	vpbu	0	chars
盺	xin	xn	bl	xnbl	0	chars
盻	pan	pj	bs	pjbs	0	chars
盻	xi	xi	bs	xibs	0	chars
盼	pan	pj	bh	pjbh	70327	chars
盽	feng	fg	bj	fgbj	0	chars
盾	dun	dp	hu	dphu	113909	chars
盾	shun	up	hu	uphu	0	chars
盾	yun	yp	hu	yphu	0	chars
盿	min	mn	bk	mnbk	0	chars
眀	ming	my	bb	mybb	0	chars
省	sheng	ug	fu	ugfu	235937	chars
省	xing	xy	fu	xyfu	2000	chars
省	xian	xm	fu	xmfu	0	chars
眂	shi	ui	bp	uibp	0	chars
眃	hun	hp	bi	hpbi	0	chars
眃	yun	yp	bi	ypbi	0	chars
眄	mian	mm	bs	mmbs	178	chars
眅	pan	pj	be	pjbe	0	chars
眆	fang	fh	bs	fhbs	0	chars
眇	miao	mc	bh	mcbh	479	chars
眈	dan	dj	bu	djbu	12773	chars
眉	mei	mz	au	mzau	363007	chars
眊	mao	mk	bu	mkbu	34	chars
看	kan	kj	hu	kjhu	8030267	chars
県	xian	xm	bf	xmbf	0	chars
眍	kou	kb	bk	kbbk	36	chars
眎	shi	ui	bf	uibf	0	chars
眏	yang	yh	bk	yhbk	0	chars
眏	ying	yy	bk	yybk	0	chars
眐	zheng	vg	bm	vgbm	0	chars
眑	ao	ao	bs	aobs	0	chars
眑	yao	yk	bs	ykbs	0	chars
眑	you	yb	bs	ybbs	0	chars
眒	shen	uf	bl	ufbl	0	chars
眓	huo	ho	bv	hobv	0	chars
眓	wu	wu	bv	wubv	0	chars
眓	yue	yt	bv	ytbv	0	chars
眔	da	da	we	dawe	0	chars
眔	ta	ta	we	tawe	0	chars
眕	zhen	vf	bh	vfbh	0	chars
眖	kuang	kd	bu	kdbu	0	chars
眗	ju	ju	br	jubr	0	chars
眗	kou	kb	br	kbbr	0	chars
眗	xu	xu	br	xubr	0	chars
眘	shen	uf	ku	ufku	0	chars
眙	chi	ii	br	iibr	0	chars
眙	yi	yi	br	yibr	532	chars
眚	sheng	ug	hu	ughu	119	chars
眛	mei	mz	bd	mzbd	0	chars
眜	mie	mx	bj	mxbj	0	chars
眜	mo	mo	bj	mobj	0	chars
眝	chu	iu	bn	iubn	0	chars
眝	zhu	vu	bn	vubn	0	chars
眞	zhen	vf	pc	vfpc	0	chars
真	zhen	vf	jc	vfjc	3314815	chars
眠	mian	mm	bp	mmbp	74642	chars
眡	shi	ui	bm	uibm	0	chars
眢	wan	wj	nu	wjnu	0	chars
眢	yuan	yr	nu	yrnu	38	chars
眣	die	dx	bo	dxbo	0	chars
眣	ti	ti	bo	tibo	0	chars
眤	ni	ni	bp	nibp	0	chars
眤	yi	yi	bp	yibp	0	chars
眥	zi	zi	yu	ziyu	0	chars
眦	zi	zi	bp	zibp	2845	chars
眧	chao	ik	br	ikbr	0	chars
眨	fa	fa	bo	fabo	0	chars
眨	zha	va	bo	vabo	96795	chars
眩	xian	xm	bi	xmbi	0	chars
眩	xuan	xr	bi	xrbi	26994	chars
眩	huan	hr	bi	hrbi	0	chars
眪	bing	by	bb	bybb	0	chars
眪	fang	fh	bb	fhbb	0	chars
眫	mi	mi	bq	mibq	0	chars
眫	pan	pj	bq	pjbq	0	chars
眫	pang	ph	bq	phbq	0	chars
眬	long	ls	bp	lsbp	850	chars
眭	gui	gv	bg	gvbg	0	chars
眭	kui	kv	bg	kvbg	0	chars
眭	sui	sv	bg	svbg	301	chars
眭	hui	hv	bg	hvbg	0	chars
眮	tong	ts	br	tsbr	0	chars
眯	mi	mi	bd	mibd	73287	chars
眰	die	dx	bg	dxbg	0	chars
眰	zhi	vi	bg	vibg	0	chars
眱	di	di	bn	dibn	0	chars
眱	yi	yi	bn	yibn	0	chars
眲	er	er	bj	erbj	0	chars
眲	ne	ne	bj	nebj	0	chars
眳	ming	my	br	mybr	0	chars
眴	shun	up	ba	upba	0	chars
眴	xuan	xr	ba	xrba	0	chars
眴	xun	xp	ba	xpba	0	chars
眵	chi	ii	bn	iibn	56	chars
眶	kuang	kd	bg	kdbg	32097	chars
眷	juan	jr	fu	jrfu	22751	chars
眸	mou	mb	bq	mbbq	59961	chars
眹	zhen	vf	bk	vfbk	0	chars
眺	tiao	tc	bo	tcbo	12749	chars
眻	yang	yh	bq	yhbq	0	chars
眼	yan	yj	bv	yjbv	3495315	chars
眼	en	en	bv	enbv	0	chars
眽	mai	ml	bv	mlbv	0	chars
眽	mo	mo	bv	mobv	0	chars
眾	zhong	vs	wo	vswo	0	chars
眿	mai	ml	be	mlbe	0	chars
眿	mo	mo	be	mobe	0	chars
着	zhao	vk	tu	vktu	96993	chars
着	zhe	ve	tu	vetu	1616546	chars
着	zhuo	vo	tu	votu	96993	chars
睁	zheng	vg	bd	vgbd	186982	chars
睂	mei	mz	ou	mzou	0	chars
睃	jun	jp	be	jpbe	0	chars
睃	suo	so	be	sobe	579	chars
睃	juan	jr	be	jrbe	0	chars
睄	qiao	qc	bb	qcbb	0	chars
睄	shao	uk	bb	ukbb	16	chars
睄	xiao	xc	bb	xcbb	0	chars
睅	han	hj	bj	hjbj	0	chars
睆	huan	hr	bu	hrbu	1	chars
睆	wan	wj	bu	wjbu	0	chars
睇	di	di	bh	dibh	889	chars
睇	ti	ti	bh	tibh	0	chars
睈	cheng	ig	bg	igbg	0	chars
睉	cuo	co	bg	cobg	0	chars
睉	zhuai	vy	bg	vybg	0	chars
睊	juan	jr	bb	jrbb	0	chars
睋	e	ee	bi	eebi	0	chars
睌	mian	mm	bu	mmbu	0	chars
睌	wan	wj	bu	wjbu	0	chars
睍	jian	jm	bu	jmbu	0	chars
睍	xian	xm	bu	xmbu	0	chars
睎	xi	xi	bb	xibb	5	chars
睏	kun	kp	bd	kpbd	0	chars
睐	lai	ll	bt	llbt	6282	chars
睑	jian	jm	bm	jmbm	3438	chars
睒	shan	uj	bf	ujbf	0	chars
睓	tian	tm	bc	tmbc	0	chars
睔	gun	gp	bb	gpbb	0	chars
睔	hun	hp	bb	hpbb	0	chars
睕	wan	wj	bu	wjbu	0	chars
睖	leng	lg	be	lgbe	0	chars
睖	ling	ly	be	lybe	0	chars
睗	shi	ui	bh	uibh	0	chars
睘	qiong	qs	wv	qswv	0	chars
睘	yuan	yr	wv	yrwv	0	chars
睙	li	li	bk	libk	0	chars
睙	lie	lx	bk	lxbk	0	chars
睚	ya	ya	bg	yabg	1984	chars
睚	yai	yl	bg	ylbg	0	chars
睛	jing	jy	bb	jybb	724850	chars
睜	zheng	vg	bd	vgbd	0	chars
睝	li	li	hu	lihu	0	chars
睞	lai	ll	bo	llbo	0	chars
睟	sui	sv	bj	svbj	0	chars
睟	zui	zv	bj	zvbj	0	chars
睠	juan	jr	bu	jrbu	0	chars
睡	shui	uv	bm	uvbm	616243	chars
睢	hui	hv	bg	hvbg	0	chars
睢	sui	sv	bg	svbg	1785	chars
督	du	du	yu	duyu	103779	chars
睤	bi	bi	bl	bibl	0	chars
睥	bi	bi	bj	bibj	0	chars
睥	pi	pi	bj	pibj	2153	chars
睦	mu	mu	bg	mubg	8412	chars
睧	hun	hp	ba	hpba	0	chars
睨	ni	ni	bu	nibu	7131	chars
睩	lu	lu	be	lube	0	chars
睪	gao	gk	wj	gkwj	0	chars
睪	yi	yi	wj	yiwj	0	chars
睪	ze	ze	wj	zewj	0	chars
睪	hao	hk	wj	hkwj	0	chars
睫	jie	jx	bo	jxbo	18742	chars
睬	cai	cl	bd	clbd	18741	chars
睭	zhou	vb	br	vbbr	0	chars
睮	yu	yu	bn	yubn	0	chars
睯	hun	hp	ru	hpru	0	chars
睯	min	mn	ru	mnru	0	chars
睰	ma	ma	br	mabr	0	chars
睱	xia	xw	be	xwbe	0	chars
睲	xing	xy	bm	xybm	0	chars
睳	hui	hv	bg	hvbg	0	chars
睴	gun	gp	bj	gpbj	0	chars
睴	hun	hp	bj	hpbj	0	chars
睵	zai	zl	br	zlbr	0	chars
睶	chun	ip	ba	ipba	0	chars
睷	jian	jm	bq	jmbq	0	chars
睸	mei	mz	bu	mzbu	0	chars
睹	du	du	ba	duba	36521	chars
睺	hou	hb	bk	hbbk	0	chars
睻	han	hj	bm	hjbm	0	chars
睻	xuan	xr	bm	xrbm	0	chars
睼	shi	ui	bo	uibo	0	chars
睼	ti	ti	bo	tibo	0	chars
睽	gui	gv	bk	gvbk	0	chars
睽	kui	kv	bk	kvbk	10448	chars
睾	gao	gk	hj	gkhj	2807	chars
睿	rui	rv	yu	rvyu	24474	chars
瞀	mao	mk	nu	mknu	112	chars
瞀	mou	mb	nu	mbnu	0	chars
瞁	xu	xu	bk	xubk	0	chars
瞂	fa	fa	he	fahe	0	chars
瞃	dun	dp	bu	dpbu	0	chars
瞃	wen	wf	bu	wfbu	0	chars
瞃	wo	wo	bu	wobu	0	chars
瞄	miao	mc	bw	mcbw	40747	chars
瞅	chou	ib	bf	ibbf	40255	chars
瞅	qiu	qq	bf	qqbf	0	chars
瞆	gui	gv	bo	gvbo	0	chars
瞆	kui	kv	bo	kvbo	0	chars
瞆	wei	wz	bo	wzbo	0	chars
瞇	mi	mi	bd	mibd	0	chars
瞈	weng	wg	bm	wgbm	0	chars
瞉	gou	gb	ge	gbge	0	chars
瞉	ji	ji	ge	jige	0	chars
瞉	kou	kb	ge	kbge	0	chars
瞊	dang	dh	br	dhbr	0	chars
瞋	chen	if	bc	ifbc	263	chars
瞌	ke	ke	bt	kebt	7311	chars
瞍	sou	sb	be	sbbe	21	chars
瞎	xia	xw	br	xwbr	64955	chars
瞏	huan	hr	wv	hrwv	0	chars
瞏	qiong	qs	wv	qswv	0	chars
瞏	yuan	yr	wv	yrwv	0	chars
瞐	mo	mo	bu	mobu	0	chars
瞑	mian	mm	bc	mmbc	0	chars
瞑	ming	my	bc	mybc	6405	chars
瞒	man	mj	bb	mjbb	70085	chars
瞒	men	mf	bb	mfbb	0	chars
瞓	fen	ff	bl	ffbl	0	chars
瞓	xun	xp	bl	xpbl	0	chars
瞔	ze	ze	bc	zebc	0	chars
瞕	zhang	vh	bj	vhbj	0	chars
瞖	yi	yi	su	yisu	0	chars
瞗	diao	dc	bf	dcbf	0	chars
瞗	dou	db	bf	dbbf	0	chars
瞘	kou	kb	br	kbbr	0	chars
瞘	ou	ou	br	oubr	0	chars
瞙	mo	mo	bk	mobk	0	chars
瞚	shun	up	bc	upbc	0	chars
瞛	cong	cs	bo	csbo	0	chars
瞜	lou	lb	bv	lbbv	0	chars
瞜	lv	lv	bv	lvbv	0	chars
瞝	chi	ii	bb	iibb	0	chars
瞞	man	mj	bb	mjbb	0	chars
瞞	men	mf	bb	mfbb	0	chars
瞟	piao	pc	bf	pcbf	25058	chars
瞠	cheng	ig	bg	igbg	6874	chars
瞠	tang	th	bg	thbg	0	chars
瞡	gui	gv	bu	gvbu	0	chars
瞡	ji	ji	bu	jibu	0	chars
瞢	meng	mg	tu	mgtu	140	chars
瞣	huan	hr	bp	hrbp	0	chars
瞣	wan	wj	bp	wjbp	0	chars
瞤	run	rp	bg	rpbg	0	chars
瞤	shun	up	bg	upbg	0	chars
瞥	pie	px	fu	pxfu	38910	chars
瞦	xi	xi	br	xibr	0	chars
瞧	qiao	qc	bf	qcbf	180832	chars
瞨	pu	pu	bo	pubo	0	chars
瞩	zhu	vu	bb	vubb	8028	chars
瞪	deng	dg	bt	dgbt	186802	chars
瞫	shen	uf	bj	ufbj	12	chars
瞫	tan	tj	bj	tjbj	0	chars
瞬	shun	up	bq	upbq	230645	chars
瞭	liao	lc	bf	lcbf	2590	chars
瞮	che	ie	bk	iebk	0	chars
瞯	jian	jm	bb	jmbb	0	chars
瞯	xian	xm	bb	xmbb	0	chars
瞰	gan	gj	bk	gjbk	0	chars
瞰	kan	kj	bk	kjbk	4717	chars
瞱	ye	ye	bj	yebj	0	chars
瞲	ju	ju	bb	jubb	0	chars
瞲	jue	jt	bb	jtbb	0	chars
瞲	xu	xu	bb	xubb	0	chars
瞲	xue	xt	bb	xtbb	0	chars
瞳	tong	ts	bg	tsbg	38812	chars
瞴	mi	mi	bf	mibf	0	chars
瞴	wu	wu	bf	wubf	0	chars
瞵	lin	ln	bq	lnbq	25	chars
瞶	gui	gv	bc	gvbc	0	chars
瞶	kui	kv	bc	kvbc	0	chars
瞶	wei	wz	bc	wzbc	0	chars
瞷	jian	jm	ba	jmba	0	chars
瞸	ye	ye	bd	yebd	0	chars
瞹	ai	ai	be	aibe	0	chars
瞺	hui	hv	ba	hvba	0	chars
瞺	kuai	ky	ba	kyba	0	chars
瞻	zhan	vj	br	vjbr	12261	chars
瞼	jian	jm	bo	jmbo	0	chars
瞼	lian	lm	bo	lmbo	0	chars
瞽	gu	gu	gu	gugu	401	chars
瞾	zhao	vk	bm	vkbm	0	chars
瞿	ju	ju	bg	jubg	0	chars
瞿	qu	qu	bg	qubg	7952	chars
矀	wei	wz	bk	wzbk	0	chars
矁	chou	ib	bp	ibbp	0	chars
