#字	拼音	繁頻	簡頻
纝	luo	252	0
纞	lian	550	0
纟	si	0	0
纠	jiu	0	69730
纡	yu	0	431
红	gong	0	0
红	hong	0	1282649
纣	zhou	0	5710
纤	qian	0	1000
纤	xian	0	72315
纥	ge	0	0
纥	he	0	1538
约	yao	0	10000
约	yue	0	526224
级	ji	0	5992040
纨	wan	0	6138
纩	kuang	0	99
纪	ji	0	335852
纫	ren	0	2294
纬	wei	0	7715
纭	yun	0	3322
纮	hong	0	468
纯	chun	0	212265
纰	bi	0	0
纰	pi	0	2598
纱	sha	0	63048
纲	gang	0	25530
纳	na	0	242616
纴	ren	0	4
纵	zong	0	170090
纶	guan	0	1
纶	lun	0	6061
纷	fen	0	308101
纸	zhi	0	273013
纹	wen	0	84809
纺	fang	0	8718
纻	zhu	0	66
纼	zhen	0	0
纽	niu	0	42599
纾	shu	0	1708
线	xian	0	539444
绀	gan	0	276
绁	xie	0	106
绂	fu	0	254
练	lian	0	501341
组	zu	0	707445
绅	shen	0	21513
细	xi	0	618534
织	zhi	0	218959
终	zhong	0	928837
绉	zhou	0	3377
绊	ban	0	16942
绋	fu	0	101
绌	chu	0	1543
绍	shao	0	183310
绎	yi	0	13969
经	jing	0	3923454
绐	dai	0	373
绑	bang	0	58012
绒	rong	0	21218
结	jie	0	1132776
绔	ku	0	2987
绕	rao	0	150071
绖	die	0	16
绗	hang	0	38
绘	hui	0	39443
给	gei	0	2939384
给	ji	0	29393
绚	xuan	0	13848
绛	jiang	0	8578
络	lao	0	1
络	luo	0	111535
绝	jue	0	943340
绞	jiao	0	24554
统	tong	0	503061
绠	geng	0	45
绡	xiao	0	2597
绢	juan	0	16444
绣	xiu	0	38793
绤	xi	0	11
绥	sui	0	6678
绦	di	0	0
绦	tao	0	1281
继	ji	0	503302
绨	ti	0	222
绩	ji	0	99008
绪	xu	0	178054
绫	ling	0	10425
绬	ying	0	0
续	xu	0	591245
绮	qi	0	23912
绯	fei	0	23150
绰	chao	0	1
绰	chuo	0	2793
绱	shang	0	147
绲	gun	0	128
绳	sheng	0	70768
维	wei	0	369458
绵	mian	0	86358
绶	shou	0	1764
绷	beng	0	29020
绸	chou	0	23778
绹	tao	0	181
绺	liu	0	3112
绻	quan	0	1547
综	zeng	0	1
综	zong	0	30488
绽	zhan	0	44371
绾	wan	0	4521
绿	lu	0	1
绿	lv	0	245485
缀	chuo	0	0
缀	zhui	0	15121
缁	zi	0	635
缂	ke	0	79
缃	xiang	0	530
缄	jian	0	6013
缅	mian	0	13481
缆	lan	0	4706
缇	ti	0	6721
缈	miao	0	8275
缉	ji	0	17853
缉	qi	0	1
缊	wen	0	0
缊	yun	0	37
缋	hui	0	0
缌	si	0	597
缍	duo	0	0
缎	duan	0	13277
缏	bian	0	0
缏	pian	0	0
缐	xian	0	14
缑	gou	0	225
缒	zhui	0	268
缓	huan	0	450418
缔	di	0	8273
缕	lv	0	43622
编	bian	0	167598
缗	min	0	503
缘	yuan	0	219837
缙	jin	0	1688
缚	fu	0	31819
缛	ru	0	1142
缜	zhen	0	3455
缝	feng	0	94012
缞	cui	0	12
缞	shuai	0	0
缞	sui	0	0
缟	gao	0	726
缠	chan	0	145147
缡	li	0	399
缢	yi	0	1608
缣	jian	0	167
缤	bin	0	7365
缥	piao	0	8410
缦	man	0	1117
缧	lei	0	139
缨	ying	0	8574
缩	su	0	1
缩	suo	0	146921
缪	liao	0	0
缪	miao	0	1
缪	miu	0	1490
缪	mou	0	14901
缪	mu	0	0
缫	sao	0	253
缬	xie	0	134
缭	liao	0	16457
缮	shan	0	2715
缯	zeng	0	2111
缰	jiang	0	12118
缱	qian	0	1080
缲	qiao	0	14
缲	sao	0	0
缳	huan	0	311
缴	jiao	0	20827
缴	zhuo	0	0
缵	zuan	0	271
缶	fou	654	269
缶	gang	654	0
缷	xie	419	0
缷	yu	419	0
缸	gang	1369	26248
缹	fou	292	0
缺	que	4801	207517
缻	fou	308	0
缻	gang	308	0
缼	qi	0	0
缼	que	0	0
缽	bo	510	0
缾	ping	1	0
缿	hou	224	0
缿	xiang	224	0
罀	zhao	0	0
罁	gang	296	0
罂	ying	0	3720
罃	ying	332	0
罄	qing	672	1796
罅	hu	599	0
罅	xia	599	815
罆	guan	283	0
罇	zun	319	0
罈	tan	694	0
罉	cang	48	0
罉	cheng	0	0
罊	qi	0	0
罊	qing	272	0
罊	xi	272	0
罋	weng	222	0
罌	ying	583	0
罍	lei	456	33
罎	tan	100	0
罏	lu	300	0
罐	guan	1602	32951
网	wang	100	303788
罒	wang	594	0
罓	wang	0	0
罔	wang	715	3613
罕	han	874	43875
罖	luo	428	0
罖	wang	0	0
罗	luo	0	783224
罘	fou	681	0
罘	fu	681	215
罙	mi	568	0
罙	shen	0	0
罚	fa	0	94402
罛	gu	373	0
罜	zhu	370	0
罜	du	0	0
罝	ju	383	0
罝	zhi	383	0
罞	mao	346	0
罞	meng	346	0
罟	gu	542	102
罠	min	418	0
罡	gang	767	18553
罡	zheng	0	0
罢	ba	0	242362
罢	pi	0	0
罣	gua	433	0
罤	kun	262	0
罤	ti	262	0
罥	juan	416	0
罦	fu	1	0
罧	lin	319	0
罧	sen	319	0
罧	shen	0	0
罨	yan	532	40
罩	zhao	1546	120318
罪	zui	3394	300821
罫	gua	383	0
罫	guai	0	0
罫	hua	383	0
罬	zhuo	273	0
罭	yu	279	0
置	zhi	2417	379704
罯	an	328	0
罰	fa	2113	0
罱	lan	0	150
罱	nan	539	0
署	shu	1419	46050
罳	si	327	0
罴	pi	0	531
罵	ma	10009	0
罶	liu	404	5
罷	ba	2091	0
罷	pi	0	0
罸	fa	326	0
罹	li	602	1763
罺	chao	289	0
罻	wei	275	0
罼	bi	278	0
罽	ji	445	38
罾	zeng	526	105
罿	chong	324	0
罿	tong	324	0
羀	liu	334	0
羁	ji	0	11396
羂	juan	350	0
羃	mi	297	0
羄	zhao	293	0
羅	luo	8706	0
羆	pi	576	0
羇	ji	336	0
羈	ji	759	0
羉	luan	401	0
羊	xiang	0	0
羊	yang	4742	113627
羋	mi	576	0
羋	mie	576	0
羌	qiang	805	7900
羍	da	0	0
羍	nie	386	0
羍	ta	386	0
美	mei	18573	1692264
羏	xiang	0	0
羏	yang	367	0
羐	ling	0	0
羐	you	374	0
羑	you	450	145
羒	fen	298	0
羓	ba	318	3
羔	gao	617	8622
羕	yang	418	559
羖	gu	367	252
羗	qiang	347	0
羘	zang	259	0
羙	gao	0	0
羙	mei	635	0
羚	ling	747	6686
羛	xi	0	0
羛	yi	280	0
羜	zhu	254	0
羝	di	557	236
羞	xiu	1159	148102
羟	qiang	0	106
羠	si	256	0
羠	yi	256	0
羡	xian	1	60457
羡	yi	90	0
羢	rong	301	0
羣	qun	14339	0
群	qun	1000	516077
羥	jing	719	0
羥	qian	719	0
羥	qiang	719	0
羥	qing	719	0
羦	huan	167	0
羦	wan	167	0
羧	suo	634	36
羧	zui	634	0
羨	xian	941	0
羨	yan	1	0
羨	yi	0	0
義	yi	3385	0
羪	yang	0	0
羪	you	0	0
羫	kong	374	0
羫	qiang	374	0
羬	qian	276	0
羬	xian	276	0
羬	yan	0	0
羭	yu	261	0
羮	geng	393	0
羮	lang	393	0
羯	jie	653	2049
羯	xie	653	0
羰	tan	547	0
羰	tang	547	43
羱	yuan	364	4
羲	xi	736	7847
羳	fan	197	0
羴	shan	372	0
羵	fen	249	0
羶	shan	583	0
羷	lian	173	0
羸	lei	585	1348
羸	lian	0	0
羹	geng	938	9720
羹	lang	0	0
羺	nou	244	0
羻	qiang	194	0
羻	qing	194	0
羼	chan	440	134
羽	yu	2502	322339
羽	hu	0	0
羾	gong	266	0
羾	hong	266	0
羿	yi	686	7834
翀	chong	624	252
翁	weng	1766	48774
翂	fen	292	7
翃	hong	448	107
翄	chi	325	0
翅	chi	1123	64425
翆	cui	339	0
翇	fu	190	0
翇	pei	190	0
翈	xia	311	0
翉	ben	0	0
翉	pen	346	0
翊	yi	808	5899
翋	la	426	0
翌	yi	658	7243
翍	bi	0	0
翍	pi	286	0
翍	po	286	0
翎	ling	927	13767
翏	liao	304	0
翏	liu	304	0
翏	lu	304	0
翐	zhi	254	0
翑	ju	260	0
翑	qu	260	0
翑	yu	0	0
習	xi	1425	0
翓	xie	205	0
翔	xiang	2080	143540
翕	he	546	0
翕	xi	546	2511
翖	he	199	0
翖	xi	199	0
翗	ke	0	0
翗	qi	302	0
翗	yu	302	0
翘	qiao	0	37030
翙	hui	0	106
翚	hui	0	145
翛	shu	464	0
翛	xiao	464	65
翜	jia	256	0
翜	se	256	0
翜	sha	256	0
翝	hong	221	0
翞	jiang	201	0
翞	jing	201	0
翟	di	38	20
翟	zhai	1239	11050
翟	zhe	0	0
翠	cui	1907	82046
翡	fei	736	10243
翢	dao	0	0
翢	tao	222	0
翢	zhou	0	0
翣	sha	330	0
翤	chi	228	0
翥	zhu	517	357
翦	jian	653	3195
翧	xuan	328	0
翨	chi	0	0
翨	shi	237	0
翩	pian	649	35855
翪	zong	284	0
翫	wan	501	0
翬	hui	455	0
翭	hou	381	0
翮	ge	542	0
翮	he	542	429
翮	li	0	0
翯	gao	433	0
翯	he	433	13
翰	han	1091	60202
翱	ao	651	5945
翲	piao	316	0
翳	yi	630	1536
翴	lian	337	0
翵	hou	326	0
翵	qu	326	0
翶	ao	340	0
翷	lin	259	1
翸	pen	326	0
翹	qiao	1466	0
翺	ao	391	0
翻	fan	6606	391454
翼	yi	1963	203347
翽	hui	316	0
翾	huan	506	0
翾	xuan	506	23
翿	dao	319	0
翿	tao	319	0
耀	yao	1760	140263
耀	yue	0	0
老	lao	40818	3762961
耂	lao	0	0
考	kao	17459	59906
耄	mao	560	713
者	zhe	30711	1581047
耆	qi	658	2666
耆	shi	0	0
耆	zhi	0	0
耇	gou	341	3
耇	ju	341	0
耈	gou	296	0
耈	ju	296	0
耉	gou	260	0
耉	ju	260	0
耊	die	277	0
耊	lao	277	0
耊	zhi	277	0
耋	die	459	524
耋	lao	459	0
耋	zhi	459	0
而	er	136709	5075337
而	neng	0	0
耍	shua	6036	70234
耎	nuo	0	0
耎	ruan	362	0
耏	er	343	3
耏	nai	0	3
耐	nai	3321	165628
耐	neng	0	0
耑	duan	94	22
耑	zhuan	94	0
耒	lei	591	532
耓	ting	283	0
耔	zi	565	11
耕	geng	1142	21786
耕	jing	0	0
耖	chao	372	32
耗	hao	1832	96793
耗	mao	0	0
耘	yun	680	3869
耙	ba	349	3977
耙	pa	423	3977
耚	pi	262	0
耛	chi	235	0
耛	si	0	0
耜	si	493	197
耝	chu	239	0
耝	qu	0	0
耞	jia	325	0
耟	ju	380	0
耠	he	352	0
耠	huo	0	22
耡	chu	76	0
耡	zhu	0	0
耢	lao	0	17
耣	lun	286	0
耤	ji	99	4
耤	jie	0	0
耥	tang	376	15
耦	ou	641	443
耧	lou	0	539
耨	nou	629	228
耨	ru	629	0
耩	gou	510	0
耩	jiang	510	25
耪	pang	562	139
耫	ze	218	0
耫	zha	218	0
耬	lou	474	0
耭	ji	356	0
耮	lao	391	0
耯	hu	218	0
耯	huo	218	0
耰	you	344	17
耱	mo	450	8
耲	huai	365	0
耳	er	2562	448849
耳	reng	0	0
耴	yi	0	0
耴	zhe	252	0
耵	ding	406	19
耵	ting	406	0
耶	ye	3917	100191
耶	xie	0	0
耷	da	560	8256
耸	song	0	74009
耹	ling	319	0
耹	qin	319	0
耺	ying	208	0
耺	yun	208	0
耻	chi	80	69286
耼	dan	335	0
耼	ran	335	0
耽	dan	669	39196
耾	hong	284	0
耿	geng	1355	54708
聀	zhi	278	0
聁	pan	0	0
聂	nie	0	36076
聃	dan	518	561
聃	ran	518	0
聄	zhen	307	0
聅	che	0	0
聅	tan	380	0
聆	ling	725	14208
聇	zheng	234	0
聈	you	249	0
聉	tui	196	0
聉	wa	196	0
聉	zhuo	196	0
聊	liao	16780	265573
聋	long	0	19397
职	zhi	0	326699
聍	ning	0	30
聎	tiao	233	0
聏	er	301	0
聏	nv	301	0
聐	ji	278	0
聐	ya	278	0
聑	die	321	0
聑	tie	0	0
聑	zhe	0	0
聒	gua	491	0
聒	guo	491	2542
聓	xu	0	0
联	lian	0	514908
聕	hao	231	0
聖	sheng	3441	0
聗	lie	329	0
聘	pin	1266	42542
聘	ping	1266	0
聙	jing	433	0
聚	ju	3090	222383
聛	bi	286	0
聜	di	220	0
聜	zhi	0	0
聝	guo	291	0
聝	huo	291	0
聞	wen	3378	0
聟	xu	238	0
聠	ping	258	0
聡	cong	477	0
聢	ding	312	0
聣	ni	0	0
聤	ting	354	0
聥	ju	224	0
聦	cong	318	0
聧	kui	275	0
聨	lian	348	0
聩	kui	0	1284
聪	cong	0	138731
聫	lian	267	0
聬	weng	238	0
聭	kui	211	0
聮	lian	312	0
聯	lian	3995	0
聰	cong	1473	0
聱	ao	353	100
聱	you	0	0
聲	sheng	8130	0
聳	song	942	0
聴	ting	538	0
聵	kui	557	0
聶	nie	1576	0
聶	she	0	0
聶	zhe	0	0
職	zhi	1871	0
職	te	0	0
聸	dan	238	0
聹	ning	434	0
聺	qie	218	0
聻	ji	319	0
聻	jian	0	0
聻	ni	319	0
聼	ting	616	0
聽	ting	32132	0
聾	long	853	0
聿	yu	716	4831
肀	yu	0	0
肁	zhao	351	0
肂	si	337	0
肃	su	0	126387
肄	yi	456	531
肅	su	933	0
肆	si	1043	58585
肆	yi	0	0
肆	ti	0	0
肇	zhao	871	6900
肈	zhao	389	0
肉	rou	7258	377486
肉	ru	0	0
肊	yi	331	0
肋	le	928	0
肋	lei	928	19237
肌	ji	1681	85083
肍	qiu	268	0
肎	ken	333	0
肎	keng	333	0
肏	cao	794	180000
肐	ge	263	0
肑	bo	374	0
肑	di	0	0
肒	huan	276	0
肒	wan	276	0
肓	huang	599	1770
肓	mang	599	0
肔	chi	318	0
肔	yi	318	0
肕	ren	326	0
肖	xiao	3397	145163
肗	ru	267	0
肘	zhou	957	19724
肙	yuan	312	0
肚	du	1291	167538
肛	gang	790	2191
肛	xiang	0	0
肜	chen	0	0
肜	rong	518	0
肝	gan	2309	31440
肞	cha	315	0
肞	chai	0	0
肟	wo	656	78
肠	chang	0	64217
股	gu	17578	461541
肢	zhi	823	44527
肣	han	311	0
肣	jin	311	0
肣	qin	311	0
肤	fu	0	118772
肥	fei	3614	93039
肦	ban	286	0
肧	pei	346	0
肧	pi	346	0
肨	pan	0	0
肨	pang	314	0
肩	jian	1934	292627
肩	xian	0	0
肪	fang	632	8036
肫	chun	0	0
肫	tun	578	0
肫	zhun	578	178
肬	you	282	0
肭	na	499	57
肭	nv	0	0
肮	ang	90	14717
肮	hang	90	0
肮	kang	90	0
肯	ken	3459	522835
肯	keng	0	0
肰	ran	271	0
肱	gong	650	1208
肱	hong	650	0
育	yo	0	0
育	yu	1670	214206
肳	wen	267	0
肴	xiao	0	0
肴	yao	614	12069
肵	jin	302	0
肵	jing	302	0
肵	qi	302	0
肶	bi	0	0
肶	pi	382	0
肷	qian	531	63
肷	xu	531	0
肸	xi	382	6
肸	bi	0	0
肹	xi	375	0
肺	fei	2423	38759
肺	pei	0	0
肻	ken	0	0
肼	jing	602	42
肽	tai	968	277
肾	shen	0	10212
肿	zhong	0	39306
胀	zhang	0	33681
胁	xie	0	88886
胂	shen	571	59
胃	wei	3015	53113
胄	zhou	633	6703
胅	die	239	0
胆	da	100	0
胆	dan	100	204655
胆	tan	100	0
胇	bi	90	0
胇	fei	90	0
胈	ba	296	5
胉	bo	254	0
胉	po	254	0
胊	ju	195	0
胊	qu	195	0
胋	tian	243	0
背	bei	6464	642470
胍	gu	643	0
胍	gua	643	70
胍	hu	643	0
胎	tai	1726	54438
胏	fei	0	0
胏	zi	302	0
胐	fei	0	0
胐	ku	343	0
胐	zhuo	343	0
胑	zhi	345	0
胒	ni	385	0
胓	peng	220	0
胓	ping	220	0
胔	zi	336	0
胔	ji	0	0
胕	fu	352	0
胕	zhou	0	0
胖	pan	36	1
胖	pang	5502	178105
胗	zhen	558	108
胘	xian	288	0
胘	xuan	288	0
胙	zuo	525	169
胚	pei	887	4101
胚	pi	887	0
胛	jia	555	2253
胜	qing	679	0
胜	sheng	679	411127
胜	xing	679	0
胝	zhi	560	220
胝	di	0	0
胞	bao	941	46906
胞	pao	0	0
胟	mu	255	0
胠	qu	346	23
胠	que	346	0
胠	yu	346	0
胡	hu	6830	468131
胢	ke	308	0
胢	qia	308	0
胣	chi	341	3
胣	yi	341	0
胤	yin	1033	23866
胥	xu	846	5376
胦	yang	293	0
胧	long	0	40688
胨	dong	0	49
胩	ka	514	33
胪	lu	0	786
胫	jing	0	2025
胬	nu	502	42
胬	nv	502	0
胭	yan	552	9088
胮	pang	286	0
胯	kua	752	9397
胰	yi	799	1505
胱	guang	598	1405
胲	gai	413	0
胲	hai	413	69
胳	ge	517	75288
胴	dong	492	4599
胴	tong	492	0
胵	chi	0	0
胵	zhi	317	0
胶	jiao	100	28063
胶	xiao	100	0
胷	xiong	285	0
胸	xiong	2632	313164
胹	er	273	0
胺	an	1065	1174
胻	hang	318	0
胻	heng	318	0
胻	xing	318	0
胼	pian	439	175
能	nai	0	0
能	neng	162177	59336
能	tai	0	0
胾	zi	305	0
胿	gui	278	0
胿	kui	278	0
胿	xi	278	0
脀	cheng	334	0
脀	zheng	334	0
脁	tiao	389	0
脂	zhi	1380	37878
脃	cui	516	0
脄	mei	250	0
脅	xie	829	0
脆	cui	1309	145125
脇	xie	445	0
脈	mai	1710	0
脈	mo	85	0
脉	mai	763	134301
脉	mo	38	1
脊	ji	912	28041
脋	xie	0	0
脌	nin	27	0
脍	kuai	0	1296
脎	sa	370	20
脏	zang	0	124291
脐	qi	0	5200
脑	nao	0	728559
脒	mi	534	10
脓	nong	0	4472
脔	luan	0	635
脕	mian	494	0
脕	wan	494	0
脕	wen	494	0
脖	bo	826	119048
脗	wen	423	0
脘	guan	602	0
脘	wan	602	202
脙	qiu	455	0
脙	xiu	0	0
脚	jiao	100	735170
脚	jue	1	0
脛	jing	709	0
脜	rou	405	0
脝	heng	427	0
脞	cuo	410	55
脟	lie	440	1
脟	luan	0	0
脠	chan	420	0
脠	shan	0	0
脡	ting	474	0
脢	mei	470	0
脣	chun	1714	0
脤	chen	421	0
脤	shen	421	0
脥	jia	444	0
脥	qian	444	0
脥	xia	444	0
脥	xie	444	0
脦	te	428	0
脧	juan	446	0
脧	jun	446	0
脧	zui	446	0
脨	cu	0	0
脨	ji	454	0
脩	xiu	640	174
脩	you	0	0
脩	tiao	0	0
脪	chi	432	0
脪	xin	0	0
脫	tuo	3598	0
脬	pao	418	135
脭	cheng	425	0
脮	nei	0	0
脮	tui	384	0
脯	fu	338	20878
脯	pu	338	500
脰	dou	460	0
脱	tuo	0	375299
脱	tui	0	0
脲	niao	754	14
脳	nao	530	0
脴	pi	349	0
脵	gu	0	0
脶	luo	0	642
脷	li	0	0
脸	lian	0	1845354
脹	zhang	1117	0
脺	cui	412	0
脻	jie	342	0
脼	liang	351	0
脽	shui	430	0
脾	pi	1210	74235
脾	bi	0	0
脿	biao	514	0
腀	lun	301	0
腁	pian	358	0
腂	guo	0	0
腂	lei	377	0
腃	juan	378	0
腃	kui	378	0
腄	chui	446	0
腄	zhui	446	0
腄	you	0	0
腅	dan	314	0
腆	dian	558	0
腆	tian	558	9132
腇	nei	345	0
腈	jing	607	47
腉	nai	341	0
腊	la	0	36785
腊	xi	608	0
腋	ye	686	6487
腋	yi	686	0
腌	a	310	1
腌	ang	310	0
腌	yan	175	4020
腍	nian	370	0
腍	ren	370	0
腎	shen	2056	0
腏	chuo	294	0
腏	duo	294	0
腏	zhui	0	0
腏	zhuo	294	0
腐	fu	1176	72243
腑	fu	659	13129
腒	ju	309	4
腓	fei	624	1737
腔	qiang	1561	58166
腕	wan	1072	60083
腖	dong	554	0
腗	pi	0	0
腘	guo	57	50
腙	zong	502	2
腚	ding	684	1878
腛	wo	291	0
腛	wu	291	0
腜	mei	371	0
腝	er	375	0
腝	nao	375	0
腝	nen	375	0
腝	ni	375	0
腝	ruan	375	0
腞	dun	329	0
腞	zhuan	329	0
腟	chi	0	0
腟	zhi	352	0
腠	cou	444	72
腡	gua	355	0
腡	luo	355	0
腢	ou	303	0
腣	di	302	0
腤	an	331	0
腥	xing	941	51054
腦	nao	3111	0
腧	shu	443	106
腧	yu	443	0
腨	chuan	335	0
腨	shuan	0	2
腩	nan	600	859
腪	yun	290	0
腫	zhong	1602	0
腬	rou	280	0
腭	e	100	586
腮	sai	896	20075
腯	tu	352	2
腰	yao	3402	241952
腱	jian	611	771
腲	wei	275	0
腳	jiao	6454	0
腳	jue	6	0
腴	yu	555	2956
腵	jia	362	0
腶	duan	306	0
腷	bi	383	0
腸	chang	1662	0
腹	fu	1626	102733
腺	xian	1048	6833
腻	ni	0	42294
腼	mian	0	7396
腽	wa	0	22
腽	wen	0	0
腾	teng	0	95410
腿	tui	4878	280952
膀	bang	538	163712
膀	pang	124	1
膁	qian	299	0
膁	xian	299	0
膁	yan	299	0
膂	lv	443	565
膃	wa	336	0
膃	wen	336	0
膄	shou	373	0
膅	tang	221	0
膆	su	233	0
膇	zhui	296	0
膈	ge	672	335
膉	yi	269	0
膊	bo	919	73983
膊	po	0	0
膋	liao	299	0
膌	ji	306	0
膍	pi	351	0
膎	xie	269	0
膏	gao	1477	20747
膐	lv	233	0
膑	bin	0	1802
膒	ou	286	0
膓	chang	287	0
膔	biao	258	0
膔	lu	258	0
膕	guo	325	0
膖	pang	269	0
膗	chuai	248	0
膗	cui	248	0
膘	biao	706	2359
膘	piao	0	0
膙	jiang	282	11
膙	qiang	282	0
膚	fu	1005	0
膛	tang	690	37836
膜	mo	3077	26833
膝	xi	1070	52944
膞	chuan	0	0
膞	chun	0	0
膞	zhuan	308	0
膟	lv	221	0
膠	jiao	2184	0
膠	hao	0	0
膡	sheng	171	0
膡	ying	171	0
膢	lv	291	0
膢	lou	0	0
膣	zhi	385	0
膤	xue	467	0
膥	chun	18	0
膥	cun	0	0
膦	lian	625	0
膦	lin	625	19
膧	tong	298	0
膨	peng	741	17894
膩	ni	1799	0
膪	chuai	0	0
膪	zhai	296	0
膫	liao	300	0
膬	cui	408	0
膭	gui	221	0
膭	hui	221	0
膭	kui	0	0
膮	xiao	412	0
膮	yao	412	0
膯	teng	0	0
膯	tun	0	0
膰	fan	400	0
膰	pan	0	0
膱	zhi	228	0
膲	jiao	275	0
膳	shan	763	9913
膴	hu	325	0
膴	wu	325	0
膵	cui	293	0
膶	run	75	0
膷	xiang	429	0
膷	xin	429	0
膸	sui	340	0
膸	wei	340	0
膹	fen	249	0
膹	fei	0	0
膺	ying	608	6134
膻	dan	439	1
膻	shan	439	1908
膻	tan	439	0
膼	gua	309	0
膼	zhua	309	0
膽	dan	1840	0
膾	hui	527	0
膾	kuai	527	0
膿	neng	0	0
膿	nong	930	0
臀	dian	0	0
臀	tun	1068	18687
臁	lian	544	0
臂	bei	37	1
臂	bi	1395	190591
臃	yong	539	3726
臄	ju	277	0
臄	jue	277	0
臅	chu	264	0
臆	yi	561	4735
臇	juan	237	0
臈	ge	360	0
臈	la	360	0
臉	lian	8259	0
臉	jian	0	0
臊	sao	620	5795
臋	tun	387	0
臌	gu	481	2082
臍	qi	818	0
臎	cui	313	0
臎	zui	313	0
臏	bin	602	0
臐	xun	228	0
臑	er	423	0
臑	nao	423	10
臑	ru	423	0
臑	ni	0	0
臑	nuan	0	0
臒	hu	409	0
臒	huo	409	0
臒	wo	0	0
臒	yue	0	0
臓	zang	417	0
臔	xian	337	0
臕	biao	246	0
臖	xing	303	0
臗	kuan	394	0
臘	la	942	0
臘	lie	0	0
臙	yan	164	0
臚	lu	586	0
臚	lv	0	0
臛	huo	346	0
臜	za	0	186
臝	luo	316	0
臞	qu	357	0
臟	zang	1553	0
臠	luan	453	0
臡	luan	0	0
臡	ni	292	0
臢	za	414	0
臢	zan	414	0
臢	zang	414	0
臣	chen	2177	247343
臤	qian	279	0
臤	qin	279	0
臤	xian	279	0
臥	wo	1422	0
臦	chen	416	0
臦	guang	416	0
臦	jiong	0	0
臦	wang	416	0
臧	cang	0	0
臧	zang	937	6025
臨	lin	2660	0
臩	guang	389	0
臩	jie	389	0
臩	jiong	0	0
自	zi	15317	7261699
臫	jiao	568	0
臬	gao	474	0
臬	nie	474	1210
臭	chou	3380	122493
臭	xiu	2	1
臮	ji	342	0
臯	gao	493	0
臰	chou	387	0
臰	xiu	387	0
臱	bian	0	0
臱	mian	427	0
臲	nie	293	0
至	zhi	18700	1199059
致	zhi	3426	370734
臵	ge	377	0
臶	jian	307	0
臷	die	284	0
臷	zhi	0	0
臸	jin	0	0
臸	zhi	488	0
臹	cheng	207	0
臹	xiu	207	0
臺	tai	11268	0
臻	zhen	1021	8443
臼	jiu	700	3624
臽	dan	333	0
臽	xian	333	0
臾	yong	482	0
臾	yu	482	4333
臾	kui	0	0
臿	cha	362	0
舀	kuai	0	0
舀	wai	0	0
舀	yao	760	4517
舁	yu	447	172
舂	chong	600	1111
舃	xi	348	0
舃	xie	348	0
舄	xi	489	51
舄	xie	489	0
舄	que	0	0
舄	tuo	0	0
舅	jiu	907	73540
舆	yu	0	17587
與	yu	203964	0
興	xing	4225	0
舉	ju	2981	0
舊	jiu	6348	0
舋	xin	84	0
舌	she	1625	115405
舍	she	2234	276743
舍	shi	0	0
舎	she	524	0
舏	jiu	197	0
舐	shi	594	1734
舑	ran	300	0
舑	tan	300	0
舒	shu	2517	255489
舓	shi	280	0
舔	tian	2123	26424
舔	tan	0	0
舕	dan	245	0
舕	tan	245	0
舕	yan	0	0
舖	pu	427	0
舗	pu	134	0
舘	guan	3	0
舙	hua	363	0
舚	tan	389	0
舚	tian	0	0
舛	chuan	667	934
舛	jie	667	0
舜	shun	1099	7460
舝	qian	273	0
舝	xia	273	0
舞	wu	4113	376446
舟	zhou	1639	55739
舠	dao	350	2
舡	chuan	0	0
舡	gang	402	0
舡	xiang	402	0
舢	shan	418	1209
舣	yi	0	28
舤	fan	301	0
舥	ba	503	0
舥	pa	503	1
舦	tai	271	0
舧	fan	283	0
舨	ban	505	0
舩	chuan	283	0
航	hang	1921	116067
舫	fang	686	5324
般	ban	5441	940949
般	bo	0	0
般	pan	0	0
舭	bi	466	20
舮	lu	248	0
舯	zhong	526	103
舰	jian	0	235654
舱	cang	0	43880
舲	ling	427	15
舳	zhou	525	0
舳	zhu	525	105
舴	ze	513	58
舵	duo	769	17755
舶	bo	669	2433
舷	xian	657	7809
舷	xuan	657	0
舸	ge	672	341
船	chuan	4964	345686
舺	jia	426	0
舺	xia	426	0
舻	lu	0	204
舼	gong	284	0
舼	hong	284	0
舼	qiong	284	0
舽	pang	307	0
舾	xi	527	51
舿	kua	329	0
艀	fu	215	0
艁	cao	275	0
艁	zao	275	0
艂	feng	439	0
艃	li	247	0
艄	shao	531	1018
艅	yu	393	1
艆	lang	226	0
艇	ting	988	52284
艈	yu	0	0
艉	wei	580	333
艊	bo	208	0
艋	meng	537	201
艌	nian	0	0
艌	qian	328	0
艍	ju	0	0
艎	huang	329	4
艏	shou	532	514
艐	ke	0	0
艐	zong	285	0
艐	jie	0	0
艑	bian	295	0
艒	mao	358	0
艒	mu	0	0
艒	mo	0	0
艓	die	261	0
艔	dao	0	0
艔	dou	10	0
艕	bang	260	0
艖	cha	333	0
艗	yi	241	0
艘	sao	0	0
艘	sou	1377	83282
艙	cang	1326	0
艚	cao	545	50
艛	lou	253	0
艜	dai	294	0
艝	xue	264	0
艞	tiao	221	0
艞	yao	221	0
艟	chong	465	555
艟	tong	465	0
艠	deng	0	0
艡	dang	287	0
艢	qiang	288	0
艣	lu	55	0
艤	yi	439	0
艥	ji	186	0
艦	jian	1394	0
艧	huo	430	0
